	213521247	schema3-5_2025拓荒节连锁礼包_免费-全R级	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11111020,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11114330,"val":1},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"},{"op":"eq","typ":"player_r_level","arg2":"daR"},{"op":"eq","typ":"player_r_level","arg2":"chaoR"}]}	999	0	NULL	NULL	0	0
	213521248	schema3-5_2025拓荒节连锁礼包_cd_100-全R级	0	0	{"typ":"vm","id":11151001,"val":100}	[{"asset":{"typ":"item","id":11116151,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11114330,"val":1},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"},{"op":"eq","typ":"player_r_level","arg2":"daR"},{"op":"eq","typ":"player_r_level","arg2":"chaoR"}]}	998	0	NULL	NULL	0	0
	213521249	schema3-5_2025拓荒节连锁礼包_免费-全R级	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11111146,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11111156,"val":1},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"},{"op":"eq","typ":"player_r_level","arg2":"daR"},{"op":"eq","typ":"player_r_level","arg2":"chaoR"}]}	997	0	NULL	NULL	0	0
	213521250	schema3-5_2025拓荒节连锁礼包_免费-全R级	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11117068,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11114330,"val":1},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"},{"op":"eq","typ":"player_r_level","arg2":"daR"},{"op":"eq","typ":"player_r_level","arg2":"chaoR"}]}	996	0	NULL	NULL	0	0
	213521251	schema3-5&6_2025拓荒节连锁礼包_付费_1.99-中小R	2011920161	0	{}	[]	0	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	995	0	NULL	NULL	0	0
	213521252	schema3-5&6_2025拓荒节连锁礼包_免费-中小R	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11117069,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11111102,"val":20},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	994	0	NULL	NULL	0	0
	213521253	schema3-5&6_2025拓荒节连锁礼包_免费-中小R	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11117069,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11111102,"val":20},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	993	0	NULL	NULL	0	0
	213521254	schema3-5&6_2025拓荒节连锁礼包_付费_4.99-中小R	2011920162	0	{}	[]	0	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	992	0	NULL	NULL	0	0
	213521255	schema3-5&6_2025拓荒节连锁礼包_免费-中小R	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11116304,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11116151,"val":2},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	991	0	NULL	NULL	0	0
	213521256	schema3-5&6_2025拓荒节连锁礼包_免费-中小R	0	0	{"typ":"vm","id":11151001,"val":0}	[{"asset":{"typ":"item","id":11116304,"val":1},"setting":{"serial_number":100, "ishighlight": false}},{"asset":{"typ":"item","id":11116151,"val":2},"setting":{"serial_number":99, "ishighlight": false}}]	1	""	NULL	NULL	{"op":"or", "args": [{"op":"eq","typ":"player_r_level","arg2":""},{"op":"eq","typ":"player_r_level","arg2":"xiaoR"},{"op":"eq","typ":"player_r_level","arg2":"zhongR"}]}	990	0	NULL	NULL	0	0
