user_id,server_id,asset_id,change_count,reason_id
11534557,2016902,111110002,11,battle_pass_rewards
52274842,2058302,111110002,11,battle_pass_rewards
217972701,2091402,111110002,11,battle_pass_rewards
38489121,2047502,111110002,11,battle_pass_rewards
24196485,2031402,111110002,11,battle_pass_rewards
43351980,2041002,111110002,11,battle_pass_rewards
71916001,2069702,111110002,11,battle_pass_rewards
34512599,2078702,111110002,11,battle_pass_rewards
215520292,2010108,111110002,11,battle_pass_rewards
56667850,2046502,111110002,11,battle_pass_rewards
19981811,2043802,111110002,11,battle_pass_rewards
213149047,2088302,111110002,11,battle_pass_rewards
16303419,2041002,111110002,11,battle_pass_rewards
17937235,2024402,111110002,11,battle_pass_rewards
13173406,2023502,111110002,11,battle_pass_rewards
46019951,2054202,111110002,11,battle_pass_rewards
84957257,2079302,111110002,11,battle_pass_rewards
18661613,2024702,111110002,6,battle_pass_rewards
56636784,2058302,111110002,6,battle_pass_rewards
9083671,2012402,111110002,6,battle_pass_rewards
9026880,2012302,111110002,6,battle_pass_rewards
43788487,2052502,111110002,6,battle_pass_rewards
6151149,2006102,111110002,6,battle_pass_rewards
84278456,2079302,111110002,6,battle_pass_rewards
84303672,2079302,111110002,6,battle_pass_rewards
210472662,2088202,111110002,6,battle_pass_rewards
218655117,2091802,111110002,6,battle_pass_rewards
9570697,2013402,111110002,6,battle_pass_rewards
31692115,2038602,111110002,6,battle_pass_rewards
61772013,2060302,111110002,6,battle_pass_rewards
32624088,2041002,111110002,6,battle_pass_rewards
202943605,2077102,111110002,6,battle_pass_rewards
208769033,2086302,111110002,6,battle_pass_rewards
17757619,2018502,111110002,6,battle_pass_rewards
41763069,2049702,111110002,6,battle_pass_rewards
6865857,2012402,111110002,6,battle_pass_rewards
18841126,2024702,111110002,6,battle_pass_rewards
47557017,2016902,111110002,6,battle_pass_rewards
66718790,2062602,111110002,6,battle_pass_rewards
47967993,2078702,111110002,6,battle_pass_rewards
24608076,2603702,111110002,6,battle_pass_rewards
68854926,2066102,111110002,6,battle_pass_rewards
209345537,2086302,111110002,6,battle_pass_rewards
67192247,2060302,111110002,6,battle_pass_rewards
24952300,2037402,111110002,6,battle_pass_rewards
213051120,2010108,111110002,6,battle_pass_rewards
80920886,2077102,111110002,6,battle_pass_rewards
5257097,2006502,111110002,5,battle_pass_rewards
9555966,2010102,111110002,5,battle_pass_rewards
21207421,2024402,111110002,5,battle_pass_rewards
27947194,2033202,111110002,5,battle_pass_rewards
30794745,2037402,111110002,5,battle_pass_rewards
62553951,2006102,111110002,5,battle_pass_rewards
218510630,2091702,111110002,5,battle_pass_rewards
209041647,2051002,111110002,5,battle_pass_rewards
66983109,2066102,111110002,5,battle_pass_rewards
121909207,2603702,111110002,5,battle_pass_rewards
14286191,2022002,111110002,5,battle_pass_rewards
81827083,2078702,111110002,5,battle_pass_rewards
88691934,2079302,111110002,5,battle_pass_rewards
37428602,2047502,111110002,5,battle_pass_rewards
23272240,2024502,111110002,5,battle_pass_rewards
64516532,2062602,111110002,5,battle_pass_rewards
213921798,2010108,111110002,5,battle_pass_rewards
8136101,2007202,111110002,5,battle_pass_rewards
25268519,2032002,111110002,5,battle_pass_rewards
38611871,2046502,111110002,5,battle_pass_rewards
202946472,2077102,111110002,5,battle_pass_rewards
88626866,2079302,111110002,5,battle_pass_rewards
14612804,2022002,111110002,5,battle_pass_rewards
31672827,2038602,111110002,5,battle_pass_rewards
