	277	2115114088	复活节2025强消耗活动-1	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":5000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":3},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99779	0	{}	0	""	{}	0	0	0
	277	2115114089	复活节2025强消耗活动-2	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":10000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":3},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99778	0	{}	0	""	{}	0	0	0
	277	2115114090	复活节2025强消耗活动-3	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":30000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":10},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99777	0	{}	0	""	{}	0	0	0
	277	2115114091	复活节2025强消耗活动-4	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":60000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":14},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99776	0	{}	0	""	{}	0	0	0
	277	2115114092	复活节2025强消耗活动-5	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":100000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":16},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99775	0	{}	0	""	{}	0	0	0
	277	2115114093	复活节2025强消耗活动-6	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":150000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":18},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99774	0	{}	0	""	{}	0	0	0
	277	2115114094	复活节2025强消耗活动-7	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":200000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":18},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99773	0	{}	0	""	{}	0	0	0
	277	2115114095	复活节2025强消耗活动-8	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":350000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":36},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99772	0	{}	0	""	{}	0	0	0
	277	2115114096	复活节2025强消耗活动-9	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":500000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":36},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99771	0	{}	0	""	{}	0	0	0
	277	2115114097	复活节2025强消耗活动-10	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":5}]}	{"cat":10148028,"arg":{"ids":[21223203]},"val":700000,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119278,"val":48},"setting":{"serial_number":5,"ishighlight":false}}]		{}	{}	{}	99770	0	{}	0	""	{}	0	0	0
