	33	21161778	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":12},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11111048,"val":1},"setting":{"serial_number":1}}]	8001	15	0	0	{}	{}	[]	{}	0
	33	21161779	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":10},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111315,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]	8002	20	0	0	{}	{}	[]	{}	0
	33	21161780	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":20},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11116304,"val":1},"setting":{"serial_number":1}}]	8003	15	0	0	{}	{}	[]	{}	0
	33	21161781	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11111055,"val":1},"setting":{"serial_number":1}}]	8004	35	0	0	{}	{}	[]	{}	0
	33	21161782	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":5},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11118501,"val":1},"setting":{"serial_number":1}}]	8005	50	0	0	{}	{}	[]	{}	0
	33	21161783	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111119,"val":15},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11116604,"val":1},"setting":{"serial_number":1}}]	8006	22	0	0	{}	{}	[]	{}	0
	33	21161784	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111118,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111314,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]	8007	250	0	0	{}	{}	[]	{}	0
	33	21161785	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111118,"val":10},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11114003,"val":1},"setting":{"serial_number":1}}]	8008	15	0	0	{}	{}	[]	{}	0
	33	21161786	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111118,"val":20},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11117024,"val":1},"setting":{"serial_number":1}}]	8009	5	0	0	{}	{}	[]	{}	0
	33	21161787	2026-拓荒节-掉落转付费	[{"asset":{"typ":"item","id":111111118,"val":5},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11111156,"val":1},"setting":{"serial_number":1}}]	8010	20	0	0	{}	{}	[]	{}	0
