24800	291401	1	1146	世界杯冠军抽奖券	40		1	10000					
24801	291401	1	1002	钻石	5000		1	10000					
24802	291401	1	2022	100VIP点数	50		1	10000					
24803	291401	1	80315	厄瓜多尔助威头像框	1		1	10000					
24804	291401	1	1148	自选头像框宝箱	1		1	10000					
24805	291402	1	1146	世界杯冠军抽奖券	40		1	10000					
24806	291402	1	1002	钻石	5000		1	10000					
24807	291402	1	2022	100VIP点数	50		1	10000					
24808	291402	1	80328	沙特助威头像框	1		1	10000					
24809	291402	1	1148	自选头像框宝箱	1		1	10000					
24810	291403	1	1146	世界杯冠军抽奖券	40		1	10000					
24811	291403	1	1002	钻石	5000		1	10000					
24812	291403	1	2022	100VIP点数	50		1	10000					
24813	291403	1	80331	荷兰助威头像框	1		1	10000					
24814	291403	1	1148	自选头像框宝箱	1		1	10000					
24815	291404	1	1146	世界杯冠军抽奖券	40		1	10000					
24816	291404	1	1002	钻石	5000		1	10000					
24817	291404	1	2022	100VIP点数	50		1	10000					
24818	291404	1	80340	塞内加尔助威头像框	1		1	10000					
24819	291404	1	1148	自选头像框宝箱	1		1	10000					
24820	291405	1	1146	世界杯冠军抽奖券	40		1	10000					
24821	291405	1	1002	钻石	5000		1	10000					
24822	291405	1	2022	100VIP点数	50		1	10000					
24823	291405	1	80336	葡萄牙助威头像框	1		1	10000					
24824	291405	1	1148	自选头像框宝箱	1		1	10000					
24825	291406	1	1146	世界杯冠军抽奖券	40		1	10000					
24826	291406	1	1002	钻石	5000		1	10000					
24827	291406	1	2022	100VIP点数	50		1	10000					
24828	291406	1	80326	日本助威头像框	1		1	10000					
24829	291406	1	1148	自选头像框宝箱	1		1	10000					
24830	291407	1	1146	世界杯冠军抽奖券	40		1	10000					
24831	291407	1	1002	钻石	5000		1	10000					
24832	291407	1	2022	100VIP点数	50		1	10000					
24833	291407	1	80335	巴拉圭助威头像框	1		1	10000					
24834	291407	1	1148	自选头像框宝箱	1		1	10000					
24835	291408	1	1146	世界杯冠军抽奖券	40		1	10000					
24836	291408	1	1002	钻石	5000		1	10000					
24837	291408	1	2022	100VIP点数	50		1	10000					
24838	291408	1	80339	苏格兰助威头像框	1		1	10000					
24839	291408	1	1148	自选头像框宝箱	1		1	10000					
24840	291409	1	1146	世界杯冠军抽奖券	40		1	10000					
24841	291409	1	1002	钻石	5000		1	10000					
24842	291409	1	2022	100VIP点数	50		1	10000					
