102920	WC竞猜-32强-JORvsIRN-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2920	64	1	2920	1									101109				DK_WC_ActvIcon							1							995								1							
102921	WC竞猜-32强-UZBvsIRQ-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2921	64	1	2921	1									101109				DK_WC_ActvIcon							1							995								1							
102922	WC竞猜-32强-MARvsCUW-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2922	64	1	2922	1									101109				DK_WC_ActvIcon							1							995								1							
102923	WC竞猜-32强-BELvsKOR-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2923	64	1	2923	1									101109				DK_WC_ActvIcon							1							995								1							
102924	WC竞猜-32强-BIHvsARG-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2924	64	1	2924	1									101109				DK_WC_ActvIcon							1							995								1							
102925	WC竞猜-32强-USAvsENG-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2925	64	1	2925	1									101109				DK_WC_ActvIcon							1							995								1							
102926	WC竞猜-32强-HAIvsMEX-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2926	64	1	2926	1									101109				DK_WC_ActvIcon							1							995								1							
102927	WC竞猜-32强-ESPvsEGY-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2927	64	1	2927	1									101109				DK_WC_ActvIcon							1							995								1							
102928	WC竞猜-32强-CPVvsCIV-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2928	64	1	2928	1									101109				DK_WC_ActvIcon							1							995								1							
102929	WC竞猜-32强-CROvsSWE-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2929	64	1	2929	1									101109				DK_WC_ActvIcon							1							995								1							
102930	WC竞猜-32强-COLvsTUR-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2930	64	1	2930	1									101109				DK_WC_ActvIcon							1							995								1							
102931	WC竞猜-32强-GHAvsPAN-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2931	64	1	2931	1									101109				DK_WC_ActvIcon							1							995								1							
102932	WC竞猜-32强-TUNvsNZL-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2932	64	1	2932	1									101109				DK_WC_ActvIcon							1							995								1							
102933	WC竞猜-32强-QATvsCOD-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2933	64	1	2933	1									101109				DK_WC_ActvIcon							1							995								1							
102934	WC竞猜-32强-AUTvsAUS-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2934	64	1	2934	1									101109				DK_WC_ActvIcon							1							995								1							
102935	WC竞猜-32强-FRAvsALG-$4.99	TXT_WC_Guess_Title_32强	TXT_WC_Guess_Desc	2935	64	1	2935	1									101109				DK_WC_ActvIcon							1							995								1							
102936	WC竞猜-16强-ECUvsKSA-$4.99	TXT_WC_Guess_Title_16强	TXT_WC_Guess_Desc	2936	64	1	2936	1									101109				DK_WC_ActvIcon							1							995								1							
102937	WC竞猜-16强-ECUvsKSA-$9.99	TXT_WC_Guess_Title_16强	TXT_WC_Guess_Desc	2937	64	1	2937	1									101109				DK_WC_ActvIcon							1							995								1							
