TXT_Pack_Name_892001	AI		约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦	约旦								
TXT_Pack_Desc_892001	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892002	AI		伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗	伊朗								
TXT_Pack_Desc_892002	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892003	AI		乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦	乌兹别克斯坦								
TXT_Pack_Desc_892003	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892004	AI		伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克	伊拉克								
TXT_Pack_Desc_892004	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892005	AI		摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥	摩洛哥								
TXT_Pack_Desc_892005	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892006	AI		库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索	库拉索								
TXT_Pack_Desc_892006	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892007	AI		比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时	比利时								
TXT_Pack_Desc_892007	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892008	AI		韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国	韩国								
TXT_Pack_Desc_892008	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892009	AI		波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑	波黑								
TXT_Pack_Desc_892009	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892010	AI		阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷	阿根廷								
TXT_Pack_Desc_892010	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892011	AI		美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国	美国								
TXT_Pack_Desc_892011	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892012	AI		英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰	英格兰								
TXT_Pack_Desc_892012	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892013	AI		海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地	海地								
TXT_Pack_Desc_892013	AI		押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！	押中加送世界杯冠军抽奖券！								
TXT_Pack_Name_892014	AI		墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥	墨西哥								
