	21111017	21121043	登星之旅（生命周期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""reg""}"	"{""fcastdur"":""0h"", ""actvdur"":""288h"", ""closedur"":""0h""}"	{}	2	0
	21111018	21121044	一飞冲天（老兼容用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""0h""}"	"{""fcastdur"":""0h"", ""actvdur"":""240h"", ""closedur"":""0h""}"	{}	0	0
	21111022	21121048	社区邀请活动-国服	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""reg""}"	"{""fcastdur"":""0h"",""closedur"":""1h"",""typ"":""permanent""}"	{}	2	2
	21111022	21121048	社区邀请活动	"{""typ"":""schema"",""id"":[1,2,3,4,5,6]}"	"{""typ"":""reg""}"	"{""fcastdur"":""0h"",""closedur"":""1h"",""typ"":""permanent""}"	{}	2	1
	21111023	21121048	社区邀请活动-国服(ark上线)	"{""typ"":""schema"",""id"":[1,2,3,4,5,6]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	2
	21111024	21121050	直上云霄13级	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""actvend"",""val"":""21121049""}"	"{""fcastdur"":""0h"", ""closedur"":""0h"",""typ"":""reward""}"	{}	2	0
	21111025	21121051	直上云霄15级	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""actvend"",""val"":""21121050""}"	"{""fcastdur"":""0h"", ""closedur"":""0h"",""typ"":""reward""}"	{}	2	0
	21111026	21121052	直上云霄18级	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""actvend"",""val"":""21121051""}"	"{""fcastdur"":""0h"", ""closedur"":""0h"",""typ"":""reward""}"	{}	2	0
	21111028	21121054	为香蕉干杯（生命周期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""reg""}"	"{""fcastdur"":""0h"", ""actvdur"":""168h"", ""closedur"":""0h""}"	{}	2	0
	21111029	21121022	神秘的踪迹	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""0h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111032	21121183	领地巡防（后台）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111034	21121182	巨猿围攻（集结出击）（后台）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111035	21121058	挑战变异猴-战无不胜（双周常循环）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""8""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	2	0
	21111036	21121059	挑战变异巨猿-团结一心（双周常循环）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""5""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	2	0
	21111039	21121062	城市大发展（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""5""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	2	0
	21111040	21121063	科研大提升（弃用）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""weekcycle14"",""start_day"":""12""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	2	0
	21111042	21121065	无尽战意（后台）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	0	0
	21111043	21121066	部落首领争夺战	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""smallstage"",""val"":""99999999""}"	"{""fcastdur"":""-48h"", ""closedur"":""0h"",""typ"":""smallstage"",""val"":""231101028""}"	{}	0	0
	21111044	21121113	氏族征召	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""96h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	2	0
	21111045	21121058	循环活动-pve ark上线测试	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	0
	21111048	21121068	押运招募令-额外奖励	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	2	0
	21111049	21121069	BattlePass	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""168h""}"	"{""fcastdur"":""0h"", ""actvdur"":""720h"", ""closedur"":""0h""}"	{}	2	0
	21111050	21121070	押运招募令-额外次数（双周常循环）	"{""typ"":""schema"",""id"":[3,4,5,6]}"	"{""typ"":""weekcycle14"",""start_day"":""3""}"	"{""fcastdur"":""0h"", ""actvdur"":""48h"", ""closedur"":""0h""}"	{}	2	0
	21111061	21121081	物品探测-卡池1后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111062	21121082	物品探测-卡池2后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111063	21121083	物品探测-卡池3后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111064	21121084	物品探测-卡池4后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111065	21121085	物品探测-卡池5后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111066	21121086	物品探测-卡池6后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111067	21121087	物品探测-卡池7后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111068	21121088	物品探测-卡池8后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111069	21121089	物品探测-卡池9后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111070	21121090	物品探测-卡池10后台	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":1}"	{}	{}	0	0
	21111071	21121138	幸运奖盘（露易丝）（生命周期-第5期）	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""afcutc"",""val"":""864h""}"	"{""fcastdur"":""0h"", ""actvdur"":""72h"", ""closedur"":""0h""}"	{}	0	0
	21111072	21121092	感恩节-兑换	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
	21111073	21121093	感恩节-登录	"{""typ"":""schema"",""id"":[0]}"	"{""typ"":""time"",""is_ark"":0}"	{}	{}	2	0
