	21121004	event_7days_exchange(弃用)	event_deprecated_1	0	0	21121004	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""group_label"":""LC_EVENT_event_7days_label"",""label"":""LC_EVENT_event_7days_exchange_label"",""title"":""LC_EVENT_event_7days_exchange_title""}"	"[{""typ"":""exchange"",""id"":21161001},{""typ"":""exchange"",""id"":21161002},{""typ"":""exchange"",""id"":21161003},{""typ"":""exchange"",""id"":21161004},{""typ"":""exchange"",""id"":21161005},{""typ"":""exchange"",""id"":21161006},{""typ"":""exchange"",""id"":21161007},{""typ"":""exchange"",""id"":21161008}]"	"{""rule"":""LC_EVENT_event_7days_exchange_rule"",""note"":""LC_EVENT_event_7days_exchange_note""}"	21191004	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_8.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_8.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121005	event_7days_task_new(弃用)	event_deprecated_2	0	0	21121005	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""group_label"":""LC_EVENT_event_7days_label"",""label"":""LC_EVENT_event_7days_task_label"",""title"":""LC_EVENT_event_7days_task_title""}"	"[{""typ"":""task"",""id"":211510090},{""typ"":""task"",""id"":211510091},{""typ"":""task"",""id"":211510092},{""typ"":""task"",""id"":211510093},{""typ"":""task"",""id"":211510094},{""typ"":""task"",""id"":211510095},{""typ"":""task"",""id"":211510096},{""typ"":""task"",""id"":211510097},{""typ"":""task"",""id"":211510098},{""typ"":""task"",""id"":211510099},{""typ"":""task"",""id"":211510100},{""typ"":""task"",""id"":211510101},{""typ"":""task"",""id"":211510102},{""typ"":""task"",""id"":211510103},{""typ"":""task"",""id"":211510104},{""typ"":""task"",""id"":211510105},{""typ"":""task"",""id"":211510106},{""typ"":""task"",""id"":211510107},{""typ"":""task"",""id"":211510108},{""typ"":""task"",""id"":211510109},{""typ"":""task"",""id"":211510110},{""typ"":""task"",""id"":211510111},{""typ"":""task"",""id"":211510112},{""typ"":""task"",""id"":211510113},{""typ"":""task"",""id"":211510114},{""typ"":""task"",""id"":211510115},{""typ"":""task"",""id"":211510116},{""typ"":""task"",""id"":211510117},{""typ"":""task"",""id"":211510118},{""typ"":""task"",""id"":211510119},{""typ"":""task"",""id"":211510120},{""typ"":""task"",""id"":211510121},{""typ"":""task"",""id"":211510122},{""typ"":""task"",""id"":211510123},{""typ"":""task"",""id"":211510124},{""typ"":""task"",""id"":211510125},{""typ"":""task"",""id"":211510126},{""typ"":""task"",""id"":211510127},{""typ"":""task"",""id"":211510128},{""typ"":""task"",""id"":211510129},{""typ"":""task"",""id"":211510130},{""typ"":""task"",""id"":211510131},{""typ"":""task"",""id"":211510132},{""typ"":""task"",""id"":211510133},{""typ"":""task"",""id"":211510134},{""typ"":""task"",""id"":211510135},{""typ"":""task"",""id"":211510136},{""typ"":""task"",""id"":211510137},{""typ"":""task"",""id"":211510138},{""typ"":""task"",""id"":211510139},{""typ"":""task"",""id"":211510140},{""typ"":""task"",""id"":211510141},{""typ"":""task"",""id"":211510142},{""typ"":""task"",""id"":211510143},{""typ"":""task"",""id"":211510144},{""typ"":""task"",""id"":211510145},{""typ"":""task"",""id"":211510146},{""typ"":""task"",""id"":211510147},{""typ"":""task"",""id"":211510148},{""typ"":""task"",""id"":211510149},{""typ"":""task"",""id"":211510150},{""typ"":""task"",""id"":211510151},{""typ"":""task"",""id"":211510152},{""typ"":""task"",""id"":211510153},{""typ"":""task"",""id"":211510154},{""typ"":""task"",""id"":211510155},{""typ"":""task"",""id"":211510156},{""typ"":""task"",""id"":211510157},{""typ"":""task"",""id"":211510158},{""typ"":""task"",""id"":211510159},{""typ"":""task"",""id"":211510160},{""typ"":""task"",""id"":211510161},{""typ"":""task"",""id"":211510162},{""typ"":""task"",""id"":211510163},{""typ"":""task"",""id"":211510164},{""typ"":""task"",""id"":211510165},{""typ"":""task"",""id"":211510166},{""typ"":""task"",""id"":211510167},{""typ"":""task"",""id"":211510168},{""typ"":""task"",""id"":211510169},{""typ"":""task"",""id"":211510170},{""typ"":""task"",""id"":211510171},{""typ"":""task"",""id"":211510172},{""typ"":""task"",""id"":211510173},{""typ"":""task"",""id"":211510174},{""typ"":""task"",""id"":211510175},{""typ"":""task"",""id"":211510176},{""typ"":""task"",""id"":211510177},{""typ"":""task"",""id"":211510178},{""typ"":""task"",""id"":211510179},{""typ"":""task"",""id"":211510180},{""typ"":""task"",""id"":211510181},{""typ"":""task"",""id"":211510182},{""typ"":""task"",""id"":211510183},{""typ"":""task"",""id"":211510184},{""typ"":""task"",""id"":211510185},{""typ"":""task"",""id"":211510186},{""typ"":""task"",""id"":211510187},{""typ"":""task"",""id"":211510188},{""typ"":""task"",""id"":211510189},{""typ"":""chest"",""id"":21211001}]"	"{""rule"":""LC_EVENT_event_7days_task_rule""}"	21191005	1	""""""	assets/operation/P2dlcimg/activityImg/EventBanner_BG_1.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121006	event_8days_login_new(弃用)	event_deprecated_3	0	0	21121006	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""label"":""LC_EVENT_event_8days_login_label"",""title"":""LC_EVENT_event_8days_login_title""}"	"[{""typ"":""task"",""id"":211510190},{""typ"":""task"",""id"":211510191},{""typ"":""task"",""id"":211510192},{""typ"":""task"",""id"":211510193},{""typ"":""task"",""id"":211510194},{""typ"":""task"",""id"":211510195},{""typ"":""task"",""id"":211510196},{""typ"":""task"",""id"":211510197}]"	"{""rule"":""LC_EVENT_event_8days_login_rule""}"	21191002	1	""""""	assets/operation/P2dlcimg/activityImg/EventBanner_BG_2.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121007	event_power_sprint(弃用)	event_deprecated_4	0	0	21121007	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""label"":""LC_EVENT_event_power_sprint_label"",""title"":""LC_EVENT_event_power_sprint_title"",""art"":""LC_EVENT_event_power_sprint_art""}"	"[{""typ"":""task"",""id"":211510198},{""typ"":""task"",""id"":211510199},{""typ"":""task"",""id"":211510200},{""typ"":""task"",""id"":211510201},{""typ"":""task"",""id"":211510202},{""typ"":""task"",""id"":211510203},{""typ"":""task"",""id"":211510204},{""typ"":""task"",""id"":211510205},{""typ"":""task"",""id"":211510206}]"	"{""rule"":""LC_EVENT_event_power_sprint_rule""}"	21191002	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_3.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_2.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121008	event_cityhall_lv(弃用)	event_deprecated_5	0	0	21121008	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""label"":""LC_EVENT_event_cityhall_lv_label"",""title"":""LC_EVENT_event_cityhall_lv_title""}"	"[{""typ"":""task"",""id"":211510207},{""typ"":""task"",""id"":211510208},{""typ"":""task"",""id"":211510209},{""typ"":""task"",""id"":211510210},{""typ"":""task"",""id"":211510211},{""typ"":""task"",""id"":211510212},{""typ"":""task"",""id"":211510213},{""typ"":""task"",""id"":211510214},{""typ"":""task"",""id"":211510215},{""typ"":""task"",""id"":211510216},{""typ"":""task"",""id"":211510234}]"	"{""rule"":""LC_EVENT_event_cityhall_lv_rule""}"	21191002	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_5.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_5.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121009	event_rocket_rank_person_daily(弃用)	event_deprecated_6	0	0	21121009	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""group_label"":""LC_EVENT_event_rocket_rank_label"",""label"":""LC_EVENT_event_rocket_rank_person_daily_title"",""title"":""LC_EVENT_event_rocket_rank_person_daily_title""}"	"[{""typ"":""rank"",""id"":21221001},{""typ"":""task"",""id"":211510233},{""typ"":""task"",""id"":211510217},{""typ"":""task"",""id"":211510218},{""typ"":""task"",""id"":211510219},{""typ"":""task"",""id"":211510220}]"	"{""rule"":""LC_EVENT_event_rocket_rank_person_daily_rule"",""hts"":""LC_EVENT_event_rocket_rank_person_daily_hts"",""note"":""LC_EVENT_event_rocket_rank_person_daily_note""}"	21191003	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_6.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_6.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121010	event_rocket_rank_alliance_daily(弃用)	event_deprecated_7	0	0	21121010	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""group_label"":""LC_EVENT_event_rocket_rank_label"",""label"":""LC_EVENT_event_rocket_rank_alliance_daily_title"",""title"":""LC_EVENT_event_rocket_rank_alliance_daily_title""}"	"[{""typ"":""rank"",""id"":21221002},{""typ"":""task"",""id"":211510221},{""typ"":""task"",""id"":211510222},{""typ"":""task"",""id"":211510223},{""typ"":""task"",""id"":211510224}]"	"{""rule"":""LC_EVENT_event_rocket_rank_alliance_daily_rule"",""hts"":""LC_EVENT_event_rocket_rank_alliance_daily_hts"",""note"":""LC_EVENT_event_rocket_rank_alliance_daily_note""}"	21191003	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_4.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_4.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121011	event_rocket_rank_person_season(弃用)	event_deprecated_8	0	0	21121011	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""group_label"":""LC_EVENT_event_rocket_rank_label"",""label"":""LC_EVENT_event_rocket_rank_person_season_title"",""title"":""LC_EVENT_event_rocket_rank_person_season_title""}"	"[{""typ"":""rank"",""id"":21221003},{""typ"":""rank"",""id"":21221004},{""typ"":""task"",""id"":211510225},{""typ"":""task"",""id"":211510226},{""typ"":""task"",""id"":211510227},{""typ"":""task"",""id"":211510228},{""typ"":""task"",""id"":211510229},{""typ"":""task"",""id"":211510230},{""typ"":""task"",""id"":211510231},{""typ"":""task"",""id"":211510232}]"	"{""rule"":""LC_EVENT_event_rocket_rank_person_season_rule"",""hts"":""LC_EVENT_event_rocket_rank_person_season_hts"",""note"":""LC_EVENT_event_rocket_rank_person_season_note""}"	21191003	1	assets/operation/P2dlcimg/activityImg/EventBanner_Obj_6.png	assets/operation/P2dlcimg/activityImg/EventBanner_BG_6.png	1	15112853	0	0	0	[]	""""""	0	0	0	""""""	0
	21121012	最强猴子（马克西姆斯弃用）	event_deprecated_9	0	0	21121012	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""label"":""LC_EVENT_event_strongest_monkey_label"",""title"":""LC_EVENT_event_strongest_monkey_title"",""calendar"":""LC_EVENT_event_activity_calendar_32""}"	"[{""typ"":""task"",""id"":211510666},{""typ"":""task"",""id"":211510667},{""typ"":""task"",""id"":211510668},{""typ"":""task"",""id"":211510669},{""typ"":""task"",""id"":211510670},{""typ"":""task"",""id"":211510671},{""typ"":""task"",""id"":211510672},{""typ"":""task"",""id"":211510673},{""typ"":""task"",""id"":211510674},{""typ"":""task"",""id"":211510675},{""typ"":""task"",""id"":211510676},{""typ"":""task"",""id"":211510677},{""typ"":""task"",""id"":211510678},{""typ"":""task"",""id"":211510679},{""typ"":""task"",""id"":211510680},{""typ"":""task"",""id"":211510681},{""typ"":""task"",""id"":211510682},{""typ"":""task"",""id"":211510683},{""typ"":""task"",""id"":211510684},{""typ"":""task"",""id"":211510685},{""typ"":""task"",""id"":211510686},{""typ"":""task"",""id"":211510687},{""typ"":""task"",""id"":211510688},{""typ"":""task"",""id"":211510689},{""typ"":""task"",""id"":211510690},{""typ"":""task"",""id"":211510691},{""typ"":""task"",""id"":211510692},{""typ"":""task"",""id"":211510693},{""typ"":""task"",""id"":211510694},{""typ"":""task"",""id"":211510695},{""typ"":""task"",""id"":211510696},{""typ"":""task"",""id"":211510697},{""typ"":""task"",""id"":211510698},{""typ"":""task"",""id"":211510699},{""typ"":""task"",""id"":211510700},{""typ"":""task"",""id"":211510701},{""typ"":""task"",""id"":211510702},{""typ"":""task"",""id"":211510703},{""typ"":""task"",""id"":211510704},{""typ"":""task"",""id"":211510705},{""typ"":""task"",""id"":211510706},{""typ"":""task"",""id"":211510707},{""typ"":""task"",""id"":211510708},{""typ"":""task"",""id"":211510709},{""typ"":""task"",""id"":211510710},{""typ"":""task"",""id"":211510711},{""typ"":""task"",""id"":211510712},{""typ"":""task"",""id"":211510713},{""typ"":""task"",""id"":211510714},{""typ"":""task"",""id"":211510715},{""typ"":""task"",""id"":211510716},{""typ"":""task"",""id"":211510717},{""typ"":""task"",""id"":211510718},{""typ"":""task"",""id"":211510719},{""typ"":""task"",""id"":211510720},{""typ"":""task"",""id"":211510721},{""typ"":""task"",""id"":211510722},{""typ"":""task"",""id"":211510723},{""typ"":""task"",""id"":211510724},{""typ"":""task"",""id"":211510725},{""typ"":""rank"",""id"":21221030},{""typ"":""rank"",""id"":21221031},{""typ"":""rank"",""id"":21221032},{""typ"":""rank"",""id"":21221033},{""typ"":""rank"",""id"":21221039},{""typ"":""rank"",""id"":21221040}]"	"{""rule"":""LC_EVENT_event_strongest_monkey_rule_new""}"	21191006	1	""""""	assets/operation/P2dlcimg/activityImg/EventBanner_BG_3.png	1	15112853	0	0	1	"[{""asset"":{""typ"":""item"",""id"":11116212,""val"":1},""setting"":{""serial_number"":6,""ishighlight"":false}},{""asset"":{""typ"":""item"",""id"":11116402,""val"":1},""setting"":{""serial_number"":5,""ishighlight"":false}},{""asset"":{""typ"":""item"",""id"":11116110,""val"":1},""setting"":{""serial_number"":4,""ishighlight"":false}},{""asset"":{""typ"":""item"",""id"":11111105,""val"":1},""setting"":{""serial_number"":3,""ishighlight"":false}},{""asset"":{""typ"":""item"",""id"":11111201,""val"":1},""setting"":{""serial_number"":2,""ishighlight"":false}},{""asset"":{""typ"":""item"",""id"":11111207,""val"":1},""setting"":{""serial_number"":1,""ishighlight"":false}}]"	assets/operation/P2dlcimg/activityImg/EventBanner_Timeline_3.png	0	0	0	assets/operation/P2dlcimg/activitymini/EventBanner_Timeline_3.png	0
	21121013	event_explore_task_player_1(弃用)	event_deprecated_10	0	0	21121013	"{""op"":""ge"",""typ"":""building"",""id"":111811,""val"":999}"	"{""title"":""LC_EVENT_gorilla_history_quest""}"	"[{""typ"":""task"",""id"":211530001},{""typ"":""task"",""id"":211530002},{""typ"":""task"",""id"":211530003},{""typ"":""task"",""id"":211530004},{""typ"":""task"",""id"":211530005},{""typ"":""task"",""id"":211530006},{""typ"":""task"",""id"":211530007},{""typ"":""task"",""id"":211530008},{""typ"":""task"",""id"":211530009},{""typ"":""task"",""id"":211530010},{""typ"":""task"",""id"":211530011},{""typ"":""task"",""id"":211530012}]"	{}	21191010	1	""""""	""""""	1	0	0	0	0	[]	""""""	0	0	0	""""""	0
