	21242014	巨猿金蛋-1	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111102,"num":2,"wgt":80},{"typ":"item","id":111111314,"num":2,"wgt":35},{"typ":"item","id":11116005,"num":1,"wgt":30},{"typ":"item","id":11114328,"num":5,"wgt":60},{"typ":"item","id":11117068,"num":2,"wgt":50},{"typ":"item","id":11118002,"num":1,"wgt":30},{"typ":"item","id":11111082,"num":1,"wgt":15},{"typ":"item","id":11117024,"num":1,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242015	巨猿金蛋-2	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111102,"num":3,"wgt":80},{"typ":"item","id":111111314,"num":4,"wgt":35},{"typ":"item","id":11116005,"num":2,"wgt":30},{"typ":"item","id":11114328,"num":10,"wgt":60},{"typ":"item","id":11117068,"num":5,"wgt":50},{"typ":"item","id":11118002,"num":2,"wgt":30},{"typ":"item","id":11111082,"num":1,"wgt":15},{"typ":"item","id":11117024,"num":1,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242016	巨猿金蛋-3	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111102,"num":5,"wgt":80},{"typ":"item","id":111111314,"num":6,"wgt":35},{"typ":"item","id":11116005,"num":5,"wgt":30},{"typ":"item","id":11114329,"num":15,"wgt":60},{"typ":"item","id":11117068,"num":8,"wgt":50},{"typ":"item","id":11118002,"num":5,"wgt":30},{"typ":"item","id":11111082,"num":2,"wgt":15},{"typ":"item","id":11117024,"num":2,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242017	巨猿金蛋-4	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111102,"num":10,"wgt":80},{"typ":"item","id":111111314,"num":8,"wgt":35},{"typ":"item","id":11116007,"num":2,"wgt":30},{"typ":"item","id":11114329,"num":10,"wgt":60},{"typ":"item","id":11117068,"num":12,"wgt":50},{"typ":"item","id":11118004,"num":2,"wgt":30},{"typ":"item","id":11111082,"num":2,"wgt":15},{"typ":"item","id":11117024,"num":2,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242018	巨猿金蛋-5	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111102,"num":15,"wgt":80},{"typ":"item","id":111111314,"num":10,"wgt":35},{"typ":"item","id":11116007,"num":5,"wgt":30},{"typ":"item","id":11114329,"num":15,"wgt":60},{"typ":"item","id":11117068,"num":15,"wgt":50},{"typ":"item","id":11118004,"num":5,"wgt":30},{"typ":"item","id":11111082,"num":3,"wgt":15},{"typ":"item","id":11117024,"num":3,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242019	巨猿金蛋-6	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111105,"num":2,"wgt":80},{"typ":"item","id":11114330,"num":10,"wgt":60},{"typ":"item","id":11112498,"num":4,"wgt":30},{"typ":"item","id":11116304,"num":2,"wgt":20},{"typ":"item","id":111111314,"num":12,"wgt":30},{"typ":"item","id":11111082,"num":4,"wgt":15},{"typ":"item","id":11117024,"num":4,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242020	巨猿金蛋-7	actv_wonder_egg_drop	[]	{}	{"typ":"single_random","num":1,"args":[{"typ":"item","id":11111105,"num":5,"wgt":80},{"typ":"item","id":11114330,"num":15,"wgt":60},{"typ":"item","id":11112498,"num":10,"wgt":30},{"typ":"item","id":11116304,"num":5,"wgt":20},{"typ":"item","id":111111314,"num":15,"wgt":30},{"typ":"item","id":11111082,"num":5,"wgt":15},{"typ":"item","id":11117024,"num":5,"wgt":20}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242021	拓荒节巨猿砸金蛋-全量-1	actv_wonder_egg_drop	[]	{}	{"typ": "single_all", "num": 1, "args": [{"typ": "item", "id": 11111102, "num": 2}, {"typ": "item", "id": 111111314, "num": 2}, {"typ": "item", "id": 11116005, "num": 1}, {"typ": "item", "id": 11114328, "num": 5}, {"typ": "item", "id": 11117068, "num": 2}, {"typ": "item", "id": 11118002, "num": 1}, {"typ": "item", "id": 11111082, "num": 1}, {"typ": "item", "id": 11117024, "num": 1}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242022	拓荒节巨猿砸金蛋-全量-2	actv_wonder_egg_drop	[]	{}	{"typ": "single_all", "num": 1, "args": [{"typ": "item", "id": 11111102, "num": 3}, {"typ": "item", "id": 111111314, "num": 4}, {"typ": "item", "id": 11116005, "num": 2}, {"typ": "item", "id": 11114328, "num": 10}, {"typ": "item", "id": 11117068, "num": 5}, {"typ": "item", "id": 11118002, "num": 2}, {"typ": "item", "id": 11111082, "num": 1}, {"typ": "item", "id": 11117024, "num": 1}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
	21242023	拓荒节巨猿砸金蛋-全量-3	actv_wonder_egg_drop	[]	{}	{"typ": "single_all", "num": 1, "args": [{"typ": "item", "id": 11111102, "num": 5}, {"typ": "item", "id": 111111314, "num": 6}, {"typ": "item", "id": 11116005, "num": 5}, {"typ": "item", "id": 11114329, "num": 15}, {"typ": "item", "id": 11117068, "num": 8}, {"typ": "item", "id": 11118002, "num": 5}, {"typ": "item", "id": 11111082, "num": 2}, {"typ": "item", "id": 11117024, "num": 2}]}	[1,999]	0	[]	0	[]	bag	{}	1	[]	{}	{}	""	0
