2920	WC-32强-JORvsIRN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2976	WC免费-0628-JORvsIRN	1	1	5	00:00:00	1	29d23h59m59s				
2921	WC-32强-UZBvsIRQ-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2922	WC-32强-MARvsCUW-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2923	WC-32强-BELvsKOR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2977	WC免费-0629-UZBvsIRQ	1	1	5	00:00:00	1	29d23h59m59s				
2924	WC-32强-BIHvsARG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2925	WC-32强-USAvsENG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2926	WC-32强-HAIvsMEX-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2978	WC免费-0630-BIHvsARG	1	1	5	00:00:00	1	29d23h59m59s				
2927	WC-32强-ESPvsEGY-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2928	WC-32强-CPVvsCIV-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2929	WC-32强-CROvsSWE-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2979	WC免费-0701-ESPvsEGY	1	1	5	00:00:00	1	29d23h59m59s				
2930	WC-32强-COLvsTUR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2931	WC-32强-GHAvsPAN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2932	WC-32强-TUNvsNZL-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2980	WC免费-0702-COLvsTUR	1	1	5	00:00:00	1	29d23h59m59s				
2933	WC-32强-QATvsCOD-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2934	WC-32强-AUTvsAUS-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2935	WC-32强-FRAvsALG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2981	WC免费-0703-QATvsCOD	1	1	5	00:00:00	1	29d23h59m59s				
2936	WC-16强-JORvsUZB-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2937	WC-16强-JORvsUZB-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2938	WC-16强-MARvsBEL-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2939	WC-16强-MARvsBEL-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2982	WC免费-0704-JORvsUZB	1	1	5	00:00:00	1	29d23h59m59s				
2940	WC-16强-BIHvsUSA-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2941	WC-16强-BIHvsUSA-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2942	WC-16强-HAIvsESP-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2943	WC-16强-HAIvsESP-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2983	WC免费-0705-BIHvsUSA	1	1	5	00:00:00	1	29d23h59m59s				
2944	WC-16强-CPVvsCRO-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2945	WC-16强-CPVvsCRO-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2946	WC-16强-COLvsGHA-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2947	WC-16强-COLvsGHA-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2984	WC免费-0706-CPVvsCRO	1	1	5	00:00:00	1	29d23h59m59s				
2948	WC-16强-TUNvsQAT-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2949	WC-16强-TUNvsQAT-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2950	WC-16强-AUTvsFRA-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2951	WC-16强-AUTvsFRA-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2985	WC免费-0707-TUNvsQAT	1	1	5	00:00:00	1	29d23h59m59s				
2952	WC-8强-JORvsMAR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2953	WC-8强-JORvsMAR-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2954	WC-8强-JORvsMAR-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2986	WC免费-0709-JORvsMAR	1	1	5	00:00:00	1	29d23h59m59s				
2955	WC-8强-BIHvsHAI-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2956	WC-8强-BIHvsHAI-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2957	WC-8强-BIHvsHAI-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2987	WC免费-0710-BIHvsHAI	1	1	5	00:00:00	1	29d23h59m59s				
2958	WC-8强-CPVvsCOL-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2959	WC-8强-CPVvsCOL-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2960	WC-8强-CPVvsCOL-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2961	WC-8强-TUNvsAUT-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2962	WC-8强-TUNvsAUT-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2963	WC-8强-TUNvsAUT-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
