1570,843718,7655307536518086656,600
1420,697083,7655307532183797761,600
1580,880231,7655307536520708096,600
1620,1024090,7655307536531193856,600
2090,1885027,7657916720696786944,600
1950,1765805,7655307536617701376,600
2240,2049513,7657916720736108546,600
1980,1788630,7657916720667951104,600
2030,1836992,7657916720681058304,600
1790,1473930,7655307536575758336,600
1620,1061893,7655307536531193856,600
1620,1037100,7655307536531193856,600
2060,1874116,7657916720688922624,600
2080,1879062,7657916720694165505,600
2170,1964436,7657916720717758467,600
1510,776132,7655307532207390822,600
2220,2016741,7657916720730865664,600
1990,1798927,7657916720670572544,600
1910,1689054,7655307536607215616,600
1510,769912,7655307532207390822,600
1950,1759344,7655307536617701376,600
2050,1844461,7657916720686301184,600
1390,644917,7655307532175933440,600
2180,1993558,7657916720720379904,600
2020,1822069,7657916720678436864,600
2170,1976861,7657916720717758467,600
2020,1830061,7657916720678436864,600
1510,762870,7655307532207390822,600
2160,1967066,7657916720715137026,600
1930,1738506,7655307536612458496,600
2140,1948892,7657916720709894146,600
1700,1346439,7655307536552165376,600
2230,2023514,7657916720733487104,600
2000,1812123,7657916720673193984,600
1870,1608186,7655307536596729856,600
2250,2031567,7657916720738729984,600
1950,1765852,7655307536617701376,600
2130,1918229,7657916720707272704,600
1910,1671168,7655307536607215616,600
2240,2043081,7657916720736108546,600
2250,2040045,7657916720738729984,600
2000,1820273,7657916720673193984,600
1640,1118785,7655307536536436736,600
1550,811865,7655307532217876480,600
2180,1991447,7657916720720379904,600
2090,1890493,7657916720696786944,600
1940,1755311,7655307536615079936,600
2080,1892069,7657916720694165505,600
2210,2011311,7657916720728244224,600
2250,2038727,7657916720738729984,600
2170,1967464,7657916720717758467,600
1600,982908,7655307536525950976,600
2120,1920895,7657916720704651264,600
1400,673597,7655307532178554880,600
1670,1230342,7655307536544301056,600
2000,1806780,7657916720673193984,600
2060,1873129,7657916720688922624,600
2220,2017047,7657916720730865664,600
2150,1943490,7657916720712515584,600
2060,1861042,7657916720688922624,600
1620,1033664,7655307536531193856,600
1510,739670,7655307532207390822,600
2170,1961304,7657916720717758467,600
1550,811852,7655307532217876480,600
1930,1730119,7655307536612458496,600
1390,651124,7655307532175933440,600
1980,1785688,7657916720667951104,600
2080,1882551,7657916720694165505,600
2240,2038172,7657916720736108546,600
2180,1993992,7657916720720379904,600
1990,1796243,7657916720670572544,600
1440,719661,7655307532189040640,600
1510,760621,7655307532207390822,600
1620,1039010,7655307536531193856,600
2110,1910540,7657916720702029824,600
1420,685930,7655307532183797761,600
1990,1793288,7657916720670572544,600
1530,794061,7655307532212633618,600
1840,1571229,7655307536588865536,600
1910,1692898,7655307536607215616,600
2110,1899851,7657916720702029824,600
2180,1994568,7657916720720379904,600
2140,1940448,7657916720709894146,600
2100,1908095,7657916720699408384,600
1570,835776,7655307536518086656,600
1950,1764935,7655307536617701376,600
1510,749354,7655307532207390822,600
1910,1701848,7655307536607215616,600
1840,1559370,7655307536588865536,600
1660,1193989,7655307536541679616,600
2080,1890795,7657916720694165505,600
1910,1698779,7655307536607215616,600
1720,1384088,7655307536557408256,600
2080,1898647,7657916720694165505,600
2160,1958886,7657916720715137026,600
2150,1951227,7657916720712515584,600
2120,1931515,7657916720704651264,600
2140,1936517,7657916720709894146,600
2230,2018506,7657916720733487104,600
2070,1859178,7657916720691544065,600
2230,2029229,7657916720733487104,600
2170,1963665,7657916720717758467,600
1870,1612601,7655307536596729856,600
1610,1004819,7655307536528572416,600
2180,1986425,7657916720720379904,600
1930,1729681,7655307536612458496,600
2080,1894697,7657916720694165505,600
2000,1809121,7657916720673193984,600
2210,2009212,7657916720728244224,600
1940,1750887,7655307536615079936,600
1980,1789579,7657916720667951104,600
2070,1870980,7657916720691544065,600
2240,2033253,7657916720736108546,600
2030,1833104,7657916720681058304,600
1600,1131083,7655307536525950976,600
1570,835185,7655307536518086656,600
2170,1955906,7657916720717758467,600
2090,1877451,7657916720696786944,600
1920,1709878,7655307536609837056,600
2080,1884916,7657916720694165505,600
1960,1767920,7655307536620322816,600
1750,1417183,7655307536565272576,600
1840,1561532,7655307536588865536,600
2220,2016420,7657916720730865664,600
1970,1774560,7655307536622944256,600
1400,667161,7655307532178554880,600
1170,46553,7655307532118261760,600
1870,1611460,7655307536596729856,600
1740,1406722,7655307536562651136,600
2220,2028370,7657916720730865664,600
1910,1691905,7655307536607215616,600
1930,1733435,7655307536612458496,600
2220,2021400,7657916720730865664,600
2170,1973284,7657916720717758467,600
1610,1003342,7655307536528572416,600
1580,896761,7655307536520708096,600
1600,982279,7655307536525950976,600
2020,1820177,7657916720678436864,600
1400,677466,7655307532178554880,600
1920,1719437,7655307536609837056,600
2060,1872410,7657916720688922624,600
1270,210410,7655307532144476160,600
2060,1869530,7657916720688922624,600
1910,1701500,7655307536607215616,600
1940,1747556,7655307536615079936,600
2020,1822753,7657916720678436864,600
1600,977014,7655307536525950976,600
1400,661224,7655307532178554880,600
2060,1874211,7657916720688922624,600
2220,2015705,7657916720730865664,600
1990,1800468,7657916720670572544,600
1670,1258994,7655307536544301056,600
2070,1867153,7657916720691544065,600
1700,1362274,7655307536552165376,600
2120,1924898,7657916720704651264,600
2000,1803531,7657916720673193984,600
1400,660187,7655307532178554880,600
1620,1615877,7655307536531193856,600
1310,455353,7655307532154961920,600
2080,1888957,7657916720694165505,600
1550,804875,7655307532217876480,600
1510,761434,7655307532207390822,600
2050,1838896,7657916720686301184,600
2140,1937682,7657916720709894146,600
1790,1483236,7655307536575758336,600
1920,1720697,7655307536609837056,600
2000,1803692,7657916720673193984,600
1920,1723216,7655307536609837056,600
1910,1674877,7655307536607215616,600
1910,1672379,7655307536607215616,600
1930,1739253,7655307536612458496,600
2080,1881667,7657916720694165505,600
1910,1697553,7655307536607215616,600
1660,1195813,7655307536541679616,600
1920,1723653,7655307536609837056,600
1840,1560429,7655307536588865536,600
2100,1905579,7657916720699408384,600
1690,1307367,7655307536549543936,600
1920,1714264,7655307536609837056,600
2150,1942595,7657916720712515584,600
1920,1707238,7655307536609837056,600
1910,1700597,7655307536607215616,600
1640,1125089,7655307536536436736,600
1930,1734099,7655307536612458496,600
2080,1880170,7657916720694165505,600
1720,1377214,7655307536557408256,600
1930,1734086,7655307536612458496,600
1620,1035990,7655307536531193856,600
1460,720491,7655307532194283520,600
1870,1615834,7655307536596729856,600
2250,2036879,7657916720738729984,600
1580,885028,7655307536520708096,600
2050,1849605,7657916720686301184,600
2240,2036805,7657916720736108546,600
1910,1694380,7655307536607215616,600
2170,1956019,7657916720717758467,600
1990,1798115,7657916720670572544,600
1390,632648,7655307532175933440,600
1960,1770044,7655307536620322816,600
1270,342847,7655307532144476160,600
1850,1578977,7655307536591486976,600
1550,809882,7655307532217876480,600
1910,1686408,7655307536607215616,600
1570,846005,7655307536518086656,600
2200,2000926,7657916720725622784,600
2120,1919374,7657916720704651264,600
2160,1969004,7657916720715137026,600
2090,1898241,7657916720696786944,600
2070,1867849,7657916720691544065,600
2210,2004330,7657916720728244224,600
1930,1730994,7655307536612458496,600
