1510,775314,[1146*5],,,
1910,1687941,[1146*5],,,
1400,670481,[1146*5],,,
2250,2031235,[1146*5],,,
2060,1864817,[1146*5],,,
1690,1313731,[1146*5],,,
1910,1672813,[1146*5],,,
1790,1481116,[1146*5],,,
1960,1771676,[1146*5],,,
1580,881495,[1146*5],,,
1950,1766091,[1146*5],,,
2180,1985115,[1146*5],,,
1420,1683875,[1146*5],,,
1600,1492589,[1146*5],,,
1640,1108970,[1146*5],,,
1400,658722,[1146*5],,,
2250,2033187,[1146*5],,,
1990,1801255,[1146*5],,,
2000,1805513,[1146*5],,,
2080,1886176,[1146*5],,,
2040,1841889,[1146*5],,,
2060,1872741,[1146*5],,,
1440,705606,[1146*5],,,
2230,2023514,[1146*5],,,
1710,1372691,[1146*5],,,
1910,1701468,[1146*5],,,
2180,1993992,[1146*5],,,
2230,2025575,[1146*5],,,
2050,1855976,[1146*5],,,
2000,1807360,[1146*5],,,
1400,663120,[1146*5],,,
2100,1913938,[1146*5],,,
1990,1797875,[1146*5],,,
2080,1892218,[1146*5],,,
2160,1958554,[1146*5],,,
1590,910279,[1146*5],,,
2190,1988010,[1146*5],,,
2100,1906902,[1146*5],,,
1350,478097,[1146*5],,,
1910,1676645,[1146*5],,,
1890,1638141,[1146*5],,,
2080,1882266,[1146*5],,,
1610,1004643,[1146*5],,,
1690,1316761,[1146*5],,,
1440,712483,[1146*5],,,
1460,732776,[1146*5],,,
1510,1772356,[1146*5],,,
1600,948622,[1146*5],,,
1590,907449,[1146*5],,,
2020,1836952,[1146*5],,,
2030,1818758,[1146*5],,,
1860,1603266,[1146*5],,,
2140,1947063,[1146*5],,,
1420,682795,[1146*5],,,
2200,2000093,[1146*5],,,
2060,1870116,[1146*5],,,
1960,1773166,[1146*5],,,
2220,2017047,[1146*5],,,
2250,2032108,[1146*5],,,
2230,2024998,[1146*5],,,
2140,1940895,[1146*5],,,
2250,2043779,[1146*5],,,
1420,689521,[1146*5],,,
1170,15918,[1146*5],,,
1850,1583397,[1146*5],,,
2230,2026201,[1146*5],,,
2080,1882926,[1146*5],,,
2050,1839788,[1146*5],,,
2100,1906851,[1146*5],,,
1600,977090,[1146*5],,,
2090,1896875,[1146*5],,,
1700,1350473,[1146*5],,,
1610,999200,[1146*5],,,
2150,1942089,[1146*5],,,
2050,1852477,[1146*5],,,
1880,1618995,[1146*5],,,
2120,1923917,[1146*5],,,
2150,1935542,[1146*5],,,
1920,1718197,[1146*5],,,
1940,1757344,[1146*5],,,
2100,1902972,[1146*5],,,
2020,1832992,[1146*5],,,
1640,1118980,[1146*5],,,
1400,902365,[1146*5],,,
2140,1936000,[1146*5],,,
2170,1961229,[1146*5],,,
1970,1776933,[1146*5],,,
2230,2027455,[1146*5],,,
2180,1986946,[1146*5],,,
1610,1012936,[1146*5],,,
1440,720137,[1146*5],,,
1570,842517,[1146*5],,,
1910,1702065,[1146*5],,,
2090,1885027,[1146*5],,,
1890,1632458,[1146*5],,,
2190,1977233,[1146*5],,,
1270,210410,[1146*5],,,
1910,1691905,[1146*5],,,
1420,685930,[1146*5],,,
2230,2026295,[1146*5],,,
2150,1948101,[1146*5],,,
1610,991417,[1146*5],,,
1400,668714,[1146*5],,,
1900,1664151,[1146*5],,,
1970,1776214,[1146*5],,,
2000,1809121,[1146*5],,,
1910,1678534,[1146*5],,,
2120,1917915,[1146*5],,,
2180,1979286,[1146*5],,,
2080,1879526,[1146*5],,,
2110,1899465,[1146*5],,,
2090,1897361,[1146*5],,,
2160,1955625,[1146*5],,,
1690,1311026,[1146*5],,,
1590,917642,[1146*5],,,
2140,1944727,[1146*5],,,
2230,2013962,[1146*5],,,
1170,20661,[1146*5],,,
1390,631694,[1146*5],,,
1920,1710390,[1146*5],,,
1640,1139634,[1146*5],,,
1850,1578034,[1146*5],,,
2160,1970417,[1146*5],,,
1910,1704403,[1146*5],,,
1310,451964,[1146*5],,,
2200,2007169,[1146*5],,,
1170,22323,[1146*5],,,
2210,1997324,[1146*5],,,
2210,2002421,[1146*5],,,
1910,1665330,[1146*5],,,
1850,1577645,[1146*5],,,
1630,1099280,[1146*5],,,
1610,1003354,[1146*5],,,
2140,1945096,[1146*5],,,
1910,1691569,[1146*5],,,
1910,1667895,[1146*5],,,
2070,1860215,[1146*5],,,
2050,1838482,[1146*5],,,
1910,1693870,[1146*5],,,
1690,1307151,[1146*5],,,
2170,1975668,[1146*5],,,
1970,1778773,[1146*5],,,
2220,2031106,[1146*5],,,
1710,1368868,[1146*5],,,
2130,1921728,[1146*5],,,
2180,1992009,[1146*5],,,
2050,1854064,[1146*5],,,
1600,976213,[1146*5],,,
1910,1704915,[1146*5],,,
1710,1369663,[1146*5],,,
1930,1738900,[1146*5],,,
1630,1101033,[1146*5],,,
2180,1991761,[1146*5],,,
1650,1148003,[1146*5],,,
1690,1305462,[1146*5],,,
2090,1898513,[1146*5],,,
1580,868823,[1146*5],,,
2040,1849189,[1146*5],,,
1600,980666,[1146*5],,,
1910,1702581,[1146*5],,,
2050,1849054,[1146*5],,,
2000,1802780,[1146*5],,,
2210,2003728,[1146*5],,,
1970,1781328,[1146*5],,,
2080,1882817,[1146*5],,,
2050,1851118,[1146*5],,,
1990,1792010,[1146*5],,,
2140,1942297,[1146*5],,,
1690,1303333,[1146*5],,,
2240,2042550,[1146*5],,,
1530,786487,[1146*5],,,
1310,1048696,[1146*5],,,
2090,1892808,[1146*5],,,
1650,1184649,[1146*5],,,
2150,1952222,[1146*5],,,
2200,1997598,[1146*5],,,
1950,1766376,[1146*5],,,
2050,1842532,[1146*5],,,
1510,764881,[1146*5],,,
2060,1860636,[1146*5],,,
1350,482359,[1146*5],,,
1910,1695506,[1146*5],,,
1440,714646,[1146*5],,,
1680,1290417,[1146*5],,,
1530,2004326,[1146*5],,,
1740,1406722,[1146*5],,,
2180,1980214,[1146*5],,,
1350,492553,[1146*5],,,
1620,1031735,[1146*5],,,
1620,1052690,[1146*5],,,
1590,924266,[1146*5],,,
1880,1620300,[1146*5],,,
1930,1742945,[1146*5],,,
1510,777471,[1146*5],,,
1900,1651315,[1146*5],,,
1390,652409,[1146*5],,,
2190,1991359,[1146*5],,,
2020,1825453,[1146*5],,,
2040,1855887,[1146*5],,,
1910,1687626,[1146*5],,,
1990,1797867,[1146*5],,,
2140,1945773,[1146*5],,,
2190,1977679,[1146*5],,,
1940,1746881,[1146*5],,,
1440,700536,[1146*5],,,
