1710,1370294,7655307536554786816,600
2150,1953611,7657916720712515584,600
1970,1780690,7655307536622944256,600
2140,1937797,7657916720709894146,600
1980,1787018,7657916720667951104,600
2250,2044876,7657916720738729984,600
2030,1821174,7657916720681058304,600
2100,1912222,7657916720699408384,600
2060,1862759,7657916720688922624,600
2080,1892077,7657916720694165505,600
2100,1907805,7657916720699408384,600
2040,1858011,7657916720683679744,600
1510,769912,7655307532207390822,600
1560,826058,7655307532220497920,600
2130,1934150,7657916720707272704,600
1860,1590996,7655307536594108416,600
1590,939803,7655307536523329536,600
2030,1829623,7657916720681058304,600
2200,2001138,7657916720725622784,600
1650,1185058,7655307536539058176,600
1460,732623,7655307532194283520,600
1910,1701900,7655307536607215616,600
1540,795569,7655307532215255040,600
1580,860920,7655307536520708096,600
1910,1700590,7655307536607215616,600
1170,130625,7655307532118261760,600
2060,1875424,7657916720688922624,600
1530,791710,7655307532212633618,600
1530,793840,7655307532212633618,600
1980,1784158,7657916720667951104,600
1950,1759641,7655307536617701376,600
2030,1830486,7657916720681058304,600
1510,737423,7655307532207390822,600
1910,1678814,7655307536607215616,600
1600,960348,7655307536525950976,600
2220,2016457,7657916720730865664,600
1600,957938,7655307536525950976,600
1800,1491552,7655307536578379776,600
1390,678963,7655307532175933440,600
1570,852117,7655307536518086656,600
2020,1825071,7657916720678436864,600
1650,1146534,7655307536539058176,600
2130,1922400,7657916720707272704,600
1960,1769342,7655307536620322816,600
1840,1569761,7655307536588865536,600
2140,1937518,7657916720709894146,600
2190,1988169,7657916720723001344,600
2100,1915101,7657916720699408384,600
1910,1704045,7655307536607215616,600
1740,1782192,7655307536562651136,600
2100,1915719,7657916720699408384,600
2140,1946023,7657916720709894146,600
2170,1961791,7657916720717758467,600
1990,1792824,7657916720670572544,600
2220,2026548,7657916720730865664,600
1910,1698277,7655307536607215616,600
2050,1852792,7657916720686301184,600
1560,816810,7655307532220497920,600
1400,661224,7655307532178554880,600
2160,1958586,7657916720715137026,600
1270,219801,7655307532144476160,600
1570,845823,7655307536518086656,600
2210,2007824,7657916720728244224,600
2220,2019886,7657916720730865664,600
2240,2050880,7657916720736108546,600
2060,1861446,7657916720688922624,600
1390,1652053,7655307532175933440,600
2180,1998523,7657916720720379904,600
1800,1490972,7655307536578379776,600
1170,1916685,7655307532118261760,600
1650,1183720,7655307536539058176,600
1910,1666885,7655307536607215616,600
1400,673059,7655307532178554880,600
1440,714451,7655307532189040640,600
1620,1061433,7655307536531193856,600
1570,2193289,7655307536518086656,600
2030,1819585,7657916720681058304,600
1580,875773,7655307536520708096,600
1660,1204765,7655307536541679616,600
1940,1751578,7655307536615079936,600
1270,1741080,7655307532144476160,600
1680,1297086,7655307536546922496,600
2200,1999583,7657916720725622784,600
1930,1745810,7655307536612458496,600
1510,746887,7655307532207390822,600
1510,1970372,7655307532207390822,600
2200,1997474,7657916720725622784,600
2110,1899671,7657916720702029824,600
2000,1828708,7657916720673193984,600
1790,1475989,7655307536575758336,600
1970,1778365,7655307536622944256,600
2240,2049364,7657916720736108546,600
1980,1791814,7657916720667951104,600
1530,784029,7655307532212633618,600
1910,1687986,7655307536607215616,600
1910,1691738,7655307536607215616,600
1730,1388830,7655307536560029696,600
2230,2021755,7657916720733487104,600
1990,1796965,7657916720670572544,600
1610,998555,7655307536528572416,600
1530,786432,7655307532212633618,600
1270,235478,7655307532144476160,600
2240,2047519,7657916720736108546,600
2180,1992354,7657916720720379904,600
2040,1856768,7657916720683679744,600
2050,1842598,7657916720686301184,600
1910,1699357,7655307536607215616,600
2010,1805331,7657916720675815424,600
1850,1586101,7655307536591486976,600
1940,1748979,7655307536615079936,600
2040,1855209,7657916720683679744,600
1890,1638621,7655307536601972736,600
1800,1495376,7655307536578379776,600
2180,1979680,7657916720720379904,600
1990,1793135,7657916720670572544,600
1910,1686535,7655307536607215616,600
1170,20759,7655307532118261760,600
1940,1748403,7655307536615079936,600
2080,1892995,7657916720694165505,600
1170,15336,7655307532118261760,600
2240,2048673,7657916720736108546,600
2100,1899538,7657916720699408384,600
1900,1644728,7655307536604594176,600
1900,1662286,7655307536604594176,600
2250,2050645,7657916720738729984,600
1920,1723916,7655307536609837056,600
2060,1872819,7657916720688922624,600
2240,2035931,7657916720736108546,600
2190,1977233,7657916720723001344,600
2050,1851727,7657916720686301184,600
1990,1792394,7657916720670572544,600
2100,1904062,7657916720699408384,600
1810,1509878,7655307536581001216,600
1840,1565298,7655307536588865536,600
2200,1998342,7657916720725622784,600
1930,1740288,7655307536612458496,600
1390,651656,7655307532175933440,600
2040,1842140,7657916720683679744,600
2180,1982455,7657916720720379904,600
2250,2046781,7657916720738729984,600
1700,1343503,7655307536552165376,600
1670,1258994,7655307536544301056,600
2180,1983573,7657916720720379904,600
2200,2002860,7657916720725622784,600
1960,1771897,7655307536620322816,600
2050,1846162,7657916720686301184,600
2030,1829772,7657916720681058304,600
2010,1809621,7657916720675815424,600
1910,1682811,7655307536607215616,600
1580,901914,7655307536520708096,600
1510,754484,7655307532207390822,600
2010,1812813,7657916720675815424,600
1910,1694975,7655307536607215616,600
1930,1735614,7655307536612458496,600
1170,25410,7655307532118261760,600
1920,1720601,7655307536609837056,600
2000,1802177,7657916720673193984,600
2150,1951456,7657916720712515584,600
2040,1850919,7657916720683679744,600
1310,424591,7655307532154961920,600
1540,799713,7655307532215255040,600
2150,1935619,7657916720712515584,600
1900,1645592,7655307536604594176,600
1730,1386763,7655307536560029696,600
1980,1786054,7657916720667951104,600
2050,1844980,7657916720686301184,600
1920,1726125,7655307536609837056,600
1990,1799081,7657916720670572544,600
1730,1390362,7655307536560029696,600
1530,792508,7655307532212633618,600
1910,1676203,7655307536607215616,600
2080,1898104,7657916720694165505,600
1960,1772231,7655307536620322816,600
1550,804459,7655307532217876480,600
1930,1727259,7655307536612458496,600
1810,1516903,7655307536581001216,600
2050,1847569,7657916720686301184,600
2250,2043963,7657916720738729984,600
2100,1899766,7657916720699408384,600
1270,329349,7655307532144476160,600
2060,1871691,7657916720688922624,600
2090,1878240,7657916720696786944,600
2220,2025259,7657916720730865664,600
2010,1811139,7657916720675815424,600
2040,1843956,7657916720683679744,600
1910,1689389,7655307536607215616,600
1920,1720269,7655307536609837056,600
1620,1475436,7655307536531193856,600
1780,1467360,7655307536573136896,600
2060,1875592,7657916720688922624,600
2060,1864165,7657916720688922624,600
1390,555152,7655307532175933440,600
2090,1894845,7657916720696786944,600
1990,1794538,7657916720670572544,600
1930,1740672,7655307536612458496,600
1980,1786106,7657916720667951104,600
1600,961287,7655307536525950976,600
1990,1797995,7657916720670572544,600
2100,1908095,7657916720699408384,600
2220,2026406,7657916720730865664,600
1600,965524,7655307536525950976,600
2250,2047358,7657916720738729984,600
1680,1292282,7655307536546922496,600
2020,1817828,7657916720678436864,600
1970,1974811,7655307536622944256,600
2090,1884612,7657916720696786944,600
2140,1941504,7657916720709894146,600
2100,1904171,7657916720699408384,600
1960,1773166,7655307536620322816,600
2220,2019400,7657916720730865664,600
2100,1902005,7657916720699408384,600
1540,799365,7655307532215255040,600
1540,802958,7655307532215255040,600
