1440,711763,[1146*5],,,
1910,1686775,[1146*5],,,
1920,1712660,[1146*5],,,
1930,1743854,[1146*5],,,
1830,1542603,[1146*5],,,
1900,1659804,[1146*5],,,
1570,835124,[1146*5],,,
1540,801858,[1146*5],,,
1600,974477,[1146*5],,,
1420,693145,[1146*5],,,
1820,1530625,[1146*5],,,
1640,1124943,[1146*5],,,
1930,1742255,[1146*5],,,
1910,1683585,[1146*5],,,
1930,1733000,[1146*5],,,
1550,804875,[1146*5],,,
1910,1678752,[1146*5],,,
1940,1751124,[1146*5],,,
1920,1724566,[1146*5],,,
1940,1753770,[1146*5],,,
1950,1759653,[1146*5],,,
1600,975899,[1146*5],,,
1920,1721643,[1146*5],,,
1750,1413218,[1146*5],,,
1950,1762499,[1146*5],,,
1560,820298,[1146*5],,,
1610,994945,[1146*5],,,
1630,1081417,[1146*5],,,
1630,1068371,[1146*5],,,
1640,1123348,[1146*5],,,
1550,807549,[1146*5],,,
1660,1193989,[1146*5],,,
1700,1358027,[1146*5],,,
1830,1541258,[1146*5],,,
1940,1755607,[1146*5],,,
1930,1733786,[1146*5],,,
1590,914351,[1146*5],,,
1860,1594504,[1146*5],,,
1650,1182870,[1146*5],,,
1850,1573262,[1146*5],,,
1890,1631858,[1146*5],,,
1620,1047999,[1146*5],,,
1590,922164,[1146*5],,,
1940,1756863,[1146*5],,,
1920,1710368,[1146*5],,,
1610,1000583,[1146*5],,,
1590,907761,[1146*5],,,
1770,1438187,[1146*5],,,
1790,1475989,[1146*5],,,
1880,1621590,[1146*5],,,
1940,1747438,[1146*5],,,
1960,1769791,[1146*5],,,
1940,1746505,[1146*5],,,
1170,66591,[1146*5],,,
1910,1687941,[1146*5],,,
1170,96506,[1146*5],,,
1390,641790,[1146*5],,,
1510,753545,[1146*5],,,
1310,412788,[1146*5],,,
1800,1491892,[1146*5],,,
1650,1185660,[1146*5],,,
1390,650712,[1146*5],,,
1830,1543268,[1146*5],,,
1720,1381763,[1146*5],,,
1910,1703345,[1146*5],,,
1550,805631,[1146*5],,,
1510,737773,[1146*5],,,
1390,641670,[1146*5],,,
1970,1946738,[1146*5],,,
1510,764286,[1146*5],,,
1910,1691499,[1146*5],,,
1530,787007,[1146*5],,,
1540,800720,[1146*5],,,
1390,627694,[1146*5],,,
1350,503914,[1146*5],,,
1740,1397499,[1146*5],,,
1890,1636873,[1146*5],,,
1530,778808,[1146*5],,,
1770,1451142,[1146*5],,,
1960,1769465,[1146*5],,,
1170,54799,[1146*5],,,
1670,1232668,[1146*5],,,
1910,1695621,[1146*5],,,
1810,1605962,[1146*5],,,
1940,1865633,[1146*5],,,
1970,1781296,[1146*5],,,
1950,1762065,[1146*5],,,
1930,1732416,[1146*5],,,
1890,1641011,[1146*5],,,
1390,650842,[1146*5],,,
1700,1349464,[1146*5],,,
1610,995288,[1146*5],,,
1660,1338385,[1146*5],,,
1910,1683944,[1146*5],,,
1640,1118306,[1146*5],,,
1940,1748932,[1146*5],,,
1940,1753456,[1146*5],,,
1800,1498739,[1146*5],,,
1930,1737975,[1146*5],,,
1670,1258994,[1146*5],,,
1610,1003643,[1146*5],,,
1970,1776476,[1146*5],,,
1970,1775058,[1146*5],,,
1940,1749432,[1146*5],,,
1390,641583,[1146*5],,,
1900,1660760,[1146*5],,,
1420,698459,[1146*5],,,
1860,1598525,[1146*5],,,
1310,447134,[1146*5],,,
1270,405253,[1146*5],,,
1670,1232257,[1146*5],,,
1630,1075412,[1146*5],,,
1960,1769527,[1146*5],,,
1750,1420284,[1146*5],,,
1910,1692183,[1146*5],,,
1610,1010770,[1146*5],,,
1580,867995,[1146*5],,,
1920,1714194,[1146*5],,,
1850,1587714,[1146*5],,,
1940,1748742,[1146*5],,,
1930,1736916,[1146*5],,,
1920,1712058,[1146*5],,,
1760,1423022,[1146*5],,,
1590,1009300,[1146*5],,,
1350,509060,[1146*5],,,
1690,1338336,[1146*5],,,
1620,1612795,[1146*5],,,
1730,1386828,[1146*5],,,
1510,737756,[1146*5],,,
1950,1765253,[1146*5],,,
1830,1543572,[1146*5],,,
1620,1043749,[1146*5],,,
1960,1769935,[1146*5],,,
1420,682027,[1146*5],,,
1920,1712978,[1146*5],,,
1640,1114570,[1146*5],,,
1170,844755,[1146*5],,,
1720,1381612,[1146*5],,,
1560,813685,[1146*5],,,
1750,1421383,[1146*5],,,
1630,1090710,[1146*5],,,
1390,644138,[1146*5],,,
1810,1515531,[1146*5],,,
1570,842753,[1146*5],,,
1800,1504022,[1146*5],,,
1670,1242637,[1146*5],,,
1970,1779327,[1146*5],,,
1940,1749972,[1146*5],,,
1870,1611917,[1146*5],,,
1650,1173410,[1146*5],,,
1960,1769464,[1146*5],,,
1950,1761598,[1146*5],,,
1920,1710158,[1146*5],,,
1890,1638621,[1146*5],,,
1700,1350143,[1146*5],,,
1540,799783,[1146*5],,,
1910,1678301,[1146*5],,,
1440,707317,[1146*5],,,
1580,873969,[1146*5],,,
1650,1171829,[1146*5],,,
1660,1195575,[1146*5],,,
1910,1684912,[1146*5],,,
1600,977393,[1146*5],,,
1940,1752540,[1146*5],,,
1540,798477,[1146*5],,,
1910,1690857,[1146*5],,,
1600,967114,[1146*5],,,
1530,784171,[1146*5],,,
1890,1632916,[1146*5],,,
1940,1748529,[1146*5],,,
1960,1766629,[1146*5],,,
1910,1664433,[1146*5],,,
1420,697000,[1146*5],,,
1910,1679064,[1146*5],,,
1640,1119410,[1146*5],,,
1880,1620770,[1146*5],,,
1310,404024,[1146*5],,,
1910,1665419,[1146*5],,,
1310,439718,[1146*5],,,
1600,979206,[1146*5],,,
1910,1678334,[1146*5],,,
1800,1630904,[1146*5],,,
1770,1451972,[1146*5],,,
1920,1712742,[1146*5],,,
1950,1765429,[1146*5],,,
1920,1708314,[1146*5],,,
1780,1471170,[1146*5],,,
1860,1589730,[1146*5],,,
1910,1703145,[1146*5],,,
1440,719387,[1146*5],,,
1590,1073953,[1146*5],,,
1930,1728267,[1146*5],,,
1760,1423821,[1146*5],,,
1970,1778081,[1146*5],,,
1420,685880,[1146*5],,,
1630,1101682,[1146*5],,,
1350,473382,[1146*5],,,
1400,658923,[1146*5],,,
1570,855886,[1146*5],,,
1600,974697,[1146*5],,,
1900,1663739,[1146*5],,,
1920,1709781,[1146*5],,,
1620,1026770,[1146*5],,,
1390,634383,[1146*5],,,
1920,1709529,[1146*5],,,
1600,977789,[1146*5],,,
1750,1413096,[1146*5],,,
1630,1375233,[1146*5],,,
1870,1615834,[1146*5],,,
1750,1415600,[1146*5],,,
1910,1689054,[1146*5],,,
1610,990426,[1146*5],,,
1350,464726,[1146*5],,,
1930,1740569,[1146*5],,,
1890,1642187,[1146*5],,,
1870,1607804,[1146*5],,,
1750,1417382,[1146*5],,,
1970,1776649,[1146*5],,,
1620,1036090,[1146*5],,,
1530,780943,[1146*5],,,
1510,743279,[1146*5],,,
1830,1541376,[1146*5],,,
1910,1695348,[1146*5],,,
1960,1772646,[1146*5],,,
1640,1136987,[1146*5],,,
1930,1738564,[1146*5],,,
1700,1359585,[1146*5],,,
1800,1499583,[1146*5],,,
1640,1132517,[1146*5],,,
1570,837340,[1146*5],,,
1350,498282,[1146*5],,,
1660,1207640,[1146*5],,,
1620,1091677,[1146*5],,,
1900,1656152,[1146*5],,,
1930,1739336,[1146*5],,,
1920,1715703,[1146*5],,,
1400,658791,[1146*5],,,
1570,844467,[1146*5],,,
1620,1037611,[1146*5],,,
1620,1025586,[1146*5],,,
1630,1096346,[1146*5],,,
1890,1638719,[1146*5],,,
1310,1772516,[1146*5],,,
1910,1686803,[1146*5],,,
1970,1775489,[1146*5],,,
1920,1719572,[1146*5],,,
1920,1725495,[1146*5],,,
1580,2041291,[1146*5],,,
1920,1710191,[1146*30],,,
1910,1691110,[1146*5],,,
1540,800467,[1146*5],,,
1890,1638158,[1146*5],,,
1960,1767920,[1146*5],,,
1720,1376585,[1146*5],,,
1940,1753537,[1146*5],,,
1750,1420378,[1146*5],,,
1930,1732145,[1146*5],,,
1920,1710906,[1146*5],,,
1510,762728,[1146*5],,,
1650,1184051,[1146*5],,,
1940,1750510,[1146*5],,,
1950,1759774,[1146*5],,,
1580,895961,[1146*5],,,
1920,1896270,[1146*5],,,
1560,820778,[1146*5],,,
1910,1675539,[1146*60],,,
1630,1099497,[1146*5],,,
1820,1527257,[1146*5],,,
1960,1768963,[1146*5],,,
1940,1751322,[1146*5],,,
1780,1470025,[1146*5],,,
1900,1652596,[1146*5],,,
1730,1386685,[1146*5],,,
1550,803904,[1146*5],,,
1650,1169064,[1146*5],,,
1700,1346769,[1146*5],,,
1960,1768488,[1146*5],,,
1740,1536207,[1146*5],,,
1510,755115,[1146*5],,,
1510,748353,[1146*5],,,
1440,703978,[1146*5],,,
1650,1161460,[1146*5],,,
1870,1612874,[1146*5],,,
1690,1325316,[1146*5],,,
1950,1760346,[1146*5],,,
1940,1750201,[1146*5],,,
1960,1768340,[1146*5],,,
1570,842877,[1146*5],,,
1910,1667682,[1146*5],,,
1390,1171938,[1146*5],,,
1910,1693151,[1146*5],,,
1720,1384133,[1146*5],,,
1680,1270386,[1146*5],,,
1740,1396103,[1146*5],,,
1800,1504818,[1146*5],,,
1610,1017215,[1146*5],,,
1390,653211,[1146*5],,,
1920,1709465,[1146*5],,,
1910,1678404,[1146*5],,,
1580,888165,[1146*5],,,
1270,251902,[1146*5],,,
1400,675963,[1146*5],,,
1390,655867,[1146*5],,,
1270,224416,[1146*5],,,
1870,1608721,[1146*5],,,
1910,1694806,[1146*5],,,
1170,70009,[1146*5],,,
1510,742380,[1146*5],,,
1950,1759830,[1146*5],,,
1900,1657975,[1146*5],,,
1850,1580683,[1146*5],,,
1600,957938,[1146*5],,,
1940,1754892,[1146*5],,,
1530,793910,[1146*5],,,
1840,1563585,[1146*5],,,
1690,1334892,[1146*5],,,
1390,587213,[1146*5],,,
1760,1435684,[1146*5],,,
1970,1778275,[1146*5],,,
1930,1731208,[1146*5],,,
1610,987534,[1146*5],,,
1920,1718349,[1146*5],,,
1940,1752527,[1146*5],,,
1910,1693367,[1146*5],,,
1910,1689192,[1146*5],,,
1170,18387,[1146*5],,,
1550,807341,[1146*5],,,
1890,1642097,[1146*5],,,
1720,1377084,[1146*5],,,
1740,1403559,[1146*5],,,
1960,1771162,[1146*5],,,
1390,628828,[1146*5],,,
1700,1360194,[1146*5],,,
1710,1368131,[1146*5],,,
1910,1669841,[1146*5],,,
1830,1541656,[1146*5],,,
1620,1034437,[1146*5],,,
1930,1742180,[1146*5],,,
1600,954691,[1146*5],,,
1170,118271,[1146*5],,,
1420,698687,[1146*5],,,
1890,1630483,[1146*5],,,
1900,1662087,[1146*5],,,
1580,880231,[1146*5],,,
1580,895801,[1146*5],,,
1700,1350473,[1146*5],,,
1590,928759,[1146*5],,,
1820,1524743,[1146*5],,,
1910,1678814,[1146*5],,,
1610,989031,[1146*5],,,
1620,1049472,[1146*5],,,
1650,1159807,[1146*5],,,
1680,1263110,[1146*5],,,
1680,1279409,[1146*5],,,
1910,1672133,[1146*5],,,
1440,717987,[1146*5],,,
1440,702654,[1146*5],,,
1510,759816,[1146*5],,,
1510,772995,[1146*5],,,
1640,1137457,[1146*5],,,
1610,1004819,[1146*5],,,
1700,1341582,[1146*5],,,
1590,1872561,[1146*5],,,
1810,1521772,[1146*5],,,
1680,1282444,[1146*5],,,
1570,835694,[1146*5],,,
1620,1036769,[1146*5],,,
1910,1696997,[1146*5],,,
1750,1415194,[1146*5],,,
1580,897664,[1146*5],,,
1600,977752,[1146*5],,,
1740,1566405,[1146*5],,,
1840,1569761,[1146*5],,,
1830,1544413,[1146*5],,,
1850,1581099,[1146*5],,,
1790,1479160,[1146*5],,,
1960,1766642,[1146*5],,,
1600,971693,[1146*5],,,
1940,1750189,[1146*5],,,
1310,451999,[1146*5],,,
1640,1108456,[1146*5],,,
1580,869679,[1146*5],,,
1620,1050864,[1146*5],,,
1920,1716048,[1146*5],,,
1620,1475436,[1146*5],,,
1560,815434,[1146*5],,,
1390,626004,[1146*5],,,
1920,1719476,[1146*5],,,
1730,1393517,[1146*5],,,
1530,784626,[1146*5],,,
1920,1725642,[1146*5],,,
1910,1689679,[1146*5],,,
1930,1735142,[1146*5],,,
1910,1690079,[1146*5],,,
1970,1776857,[1146*5],,,
1970,1775245,[1146*5],,,
1850,1586101,[1146*5],,,
1510,742548,[1146*5],,,
1570,859170,[1146*5],,,
1350,525752,[1146*5],,,
1950,1764324,[1146*5],,,
1570,835185,[1146*5],,,
1920,1724898,[1146*5],,,
1900,1661353,[1146*5],,,
1600,960578,[1146*5],,,
1510,753593,[1146*5],,,
1570,837416,[1146*5],,,
1830,1544370,[1146*5],,,
1770,1451707,[1146*5],,,
1690,1326705,[1146*5],,,
1920,1716146,[1146*5],,,
1640,1110552,[1146*5],,,
1530,780909,[1146*5],,,
1930,1741611,[1146*5],,,
1440,713107,[1146*5],,,
1970,1775059,[1146*5],,,
1510,739729,[1146*5],,,
1700,1344969,[1146*5],,,
1920,1709521,[1146*5],,,
1570,843300,[1146*5],,,
1620,1048541,[1146*5],,,
1670,1234454,[1146*5],,,
1900,1657967,[1146*5],,,
1930,1730019,[1146*5],,,
1920,1723109,[1146*5],,,
1650,1151445,[1146*5],,,
1610,1003342,[1146*5],,,
1900,1660941,[1146*5],,,
1910,1668085,[1146*5],,,
1950,1762969,[1146*5],,,
1890,1637271,[1146*5],,,
1610,1006134,[1146*5],,,
1540,797115,[1146*5],,,
1510,765916,[1146*5],,,
1510,762870,[1146*5],,,
1900,1659740,[1146*5],,,
1270,215260,[1146*5],,,
1660,1223203,[1146*5],,,
1940,1751138,[1146*5],,,
1620,1036900,[1146*5],,,
1950,1760834,[1146*5],,,
1510,918318,[1146*5],,,
1590,927587,[1146*5],,,
1390,656577,[1146*5],,,
1170,1697088,[1146*5],,,
1580,894104,[1146*5],,,
1610,1588232,[1146*5],,,
1910,1684016,[1146*5],,,
1270,333424,[1146*5],,,
1650,1161138,[1146*5],,,
1960,1773597,[1146*5],,,
1460,729435,[1146*5],,,
1910,1679246,[1146*5],,,
1420,698059,[1146*5],,,
1630,1089152,[1146*5],,,
1420,1374785,[1146*5],,,
1920,1715708,[1146*5],,,
1420,691897,[1146*15],,,
1700,1350045,[1146*5],,,
1780,1459126,[1146*5],,,
1880,1625937,[1146*5],,,
1910,1691968,[1146*5],,,
1860,1597389,[1146*5],,,
1420,680761,[1146*5],,,
1940,1746494,[1146*5],,,
1910,1674556,[1146*5],,,
1540,797773,[1146*5],,,
1660,1202828,[1146*5],,,
1570,854134,[1146*5],,,
1600,965524,[1146*5],,,
1940,1749945,[1146*5],,,
1840,1566105,[1146*5],,,
1640,1140516,[1146*5],,,
1610,2105344,[1146*5],,,
1890,1634964,[1146*5],,,
1310,404353,[1146*5],,,
1920,1725896,[1146*5],,,
1930,1741813,[1146*5],,,
1770,1446634,[1146*5],,,
1910,1681884,[1146*5],,,
1700,1344201,[1146*5],,,
1920,1720601,[1146*5],,,
1620,1027386,[1146*5],,,
1540,800779,[1146*5],,,
1910,1703576,[1146*5],,,
1890,1632577,[1146*5],,,
1550,810640,[1146*5],,,
1950,1759535,[1146*5],,,
1890,1640930,[1146*5],,,
1510,765217,[1146*5],,,
1550,808354,[1146*5],,,
1530,792508,[1146*5],,,
1960,1771778,[1146*5],,,
1910,1668907,[1146*5],,,
1620,1061433,[1146*5],,,
1920,1708590,[1146*5],,,
1910,1691320,[1146*5],,,
1950,1760941,[1146*5],,,
1910,1679230,[1146*5],,,
1620,1053635,[1146*5],,,
1960,1767057,[1146*5],,,
1770,1439965,[1146*5],,,
1930,1727960,[1146*5],,,
