2160,1966463,7657916720715137026,600
1510,918318,7655307532207390822,600
1930,1738564,7655307536612458496,600
1940,1753561,7655307536615079936,600
2020,1831826,7657916720678436864,600
1690,1314930,7655307536549543936,600
2220,2014478,7657916720730865664,600
2140,1938255,7657916720709894146,600
2160,1958185,7657916720715137026,600
2060,1875911,7657916720688922624,600
1660,1206065,7655307536541679616,600
1390,553488,7655307532175933440,600
2150,1945643,7657916720712515584,600
1980,1791639,7657916720667951104,600
2010,1811351,7657916720675815424,600
1900,1644509,7655307536604594176,600
2060,1863663,7657916720688922624,600
2210,2011910,7657916720728244224,600
1920,1712742,7655307536609837056,600
1650,1186400,7655307536539058176,600
1990,1798057,7657916720670572544,600
2140,1939901,7657916720709894146,600
1610,1122682,7655307536528572416,600
2080,1880748,7657916720694165505,600
2220,2023364,7657916720730865664,600
2200,2003774,7657916720725622784,600
1540,799783,7655307532215255040,600
2000,1810542,7657916720673193984,600
1420,698459,7655307532183797761,600
1980,1782980,7657916720667951104,600
1580,2041291,7655307536520708096,600
1630,1080663,7655307536533815297,600
2230,2018559,7657916720733487104,600
1170,72387,7655307532118261760,600
2200,2004409,7657916720725622784,600
2120,1934295,7657916720704651264,600
1770,1451707,7655307536570515456,600
1590,940209,7655307536523329536,600
1920,1710191,7655307536609837056,600
2010,1808699,7657916720675815424,600
1990,1795990,7657916720670572544,600
1980,1789596,7657916720667951104,600
2110,1906365,7657916720702029824,600
2240,2046735,7657916720736108546,600
2120,2018551,7657916720704651264,600
2050,1852911,7657916720686301184,600
1800,1490145,7655307536578379776,600
2080,1880704,7657916720694165505,600
2040,1855569,7657916720683679744,600
2070,1872716,7657916720691544065,600
2200,2006367,7657916720725622784,600
1960,1770972,7655307536620322816,600
2140,1944778,7657916720709894146,600
2050,1838692,7657916720686301184,600
1850,1583185,7655307536591486976,600
1920,1720494,7655307536609837056,600
2030,1830957,7657916720681058304,600
1920,1712978,7655307536609837056,600
2170,1982235,7657916720717758467,600
2150,1937552,7657916720712515584,600
2120,1921966,7657916720704651264,600
2210,1997736,7657916720728244224,600
2050,1840136,7657916720686301184,600
1920,1712327,7655307536609837056,600
2220,2012841,7657916720730865664,600
2060,1866433,7657916720688922624,600
1550,808303,7655307532217876480,600
2220,2021011,7657916720730865664,600
1310,1454488,7655307532154961920,600
1900,1648040,7655307536604594176,600
1900,1656152,7655307536604594176,600
2050,1839319,7657916720686301184,600
1950,1761868,7655307536617701376,600
2060,1869244,7657916720688922624,600
2180,1991249,7657916720720379904,600
2070,1864400,7657916720691544065,600
2040,1843046,7657916720683679744,600
2070,2125543,7657916720691544065,600
1930,1739062,7655307536612458496,600
2230,2025748,7657916720733487104,600
2120,1921687,7657916720704651264,600
1970,1781933,7655307536622944256,600
1420,696658,7655307532183797761,600
2120,1928233,7657916720704651264,600
1800,1499246,7655307536578379776,600
2040,1841353,7657916720683679744,600
1870,1611989,7655307536596729856,600
2240,2046662,7657916720736108546,600
2110,1908894,7657916720702029824,600
1930,1737231,7655307536612458496,600
2240,2037161,7657916720736108546,600
2050,1840975,7657916720686301184,600
2160,1963801,7657916720715137026,600
2010,1812973,7657916720675815424,600
1840,1571101,7655307536588865536,600
1970,1773975,7655307536622944256,600
1660,1217186,7655307536541679616,600
1990,1799680,7657916720670572544,600
2150,1943171,7657916720712515584,600
2020,1835044,7657916720678436864,600
2080,1894963,7657916720694165505,600
1940,1751322,7655307536615079936,600
1910,1677255,7655307536607215616,600
