	47	21161768	2025-拓荒节-抽奖道具	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111315,"val":2},"setting":{"serial_number":1}}]	9999	5	0	0	{}	{}	[]	{}	0
	47	21161769	2025-拓荒节-抽奖道具	[{"asset":{"typ":"item","id":11119299,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111315,"val":2},"setting":{"serial_number":1}}]	9998	5	0	0	{}	{}	[]	{}	0
	47	21161770	2025拓荒节活动BP道具	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111314,"val":10},"setting":{"serial_number":1}}]	9997	5	0	0	{}	{}	[]	{}	0
	47	21161771	2025拓荒节活动BP道具	[{"asset":{"typ":"item","id":11119299,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111314,"val":10},"setting":{"serial_number":1}}]	9996	5	0	0	{}	{}	[]	{}	0
	47	21161772	强消耗抽奖券	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11119279,"val":2},"setting":{"serial_number":1}}]	9995	5	0	0	{}	{}	[]	{}	0
	47	21161773	节强消耗抽奖券	[{"asset":{"typ":"item","id":11119299,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11119279,"val":2},"setting":{"serial_number":1}}]	9994	5	0	0	{}	{}	[]	{}	0
	47	21161774	多成长线自选宝箱3.0	[{"asset":{"typ":"item","id":11119299,"val":2},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":111111056,"val":1},"setting":{"serial_number":1}}]	9993	20	0	0	{}	{}	[]	{}	0
	47	21161775	高级资源自选宝箱10w	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11114330,"val":8},"setting":{"serial_number":1}}]	9992	100	0	0	{}	{}	[]	{}	0
	47	21161776	60分钟加速	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11111105,"val":2},"setting":{"serial_number":1}}]	9991	100	0	0	{}	{}	[]	{}	0
	47	21161777	60分钟训练加速	[{"asset":{"typ":"item","id":11119299,"val":1},"setting":{"serial_number":1}}]	[{"asset":{"typ":"item","id":11111156,"val":2},"setting":{"serial_number":1}}]	9990	9999	0	0	{}	{}	[]	{}	0
