	2011920121	2025节日骰子红包gacha礼包-49.99	red_pack_pkg	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	3007	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"recharge_actv","id":211200084,"arg1":1511018855,"val":1},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	1	{}	common	1	0		0
	2011920122	2025节日骰子红包gacha礼包-99.99	red_pack_pkg	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	3007	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"recharge_actv","id":211200084,"arg1":1511018855,"val":1},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	1	{}	common	1	0		0
	2011920123	2025复活节骰子gacha锚点礼包	event_pkg	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	3005	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"recharge_actv","id":211200084,"arg1":1511018855,"val":1},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	1	{}	common	1	0		0
	2011920124	节日-大富翁存钱罐礼包	event_pkg	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	3005	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"recharge_actv","id":211200084,"arg1":1511018855,"val":1},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	1	{}	common	1	0		0
	2011920125	拓荒节大富翁礼包1	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	999	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":5},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920126	拓荒节大富翁礼包2	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	998	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":10},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920127	拓荒节大富翁礼包3	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	997	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":15},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920128	拓荒节大富翁礼包4	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	996	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":20},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920129	拓荒节大富翁礼包5	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	995	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":30},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920130	拓荒节大富翁礼包6	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	994	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":40},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920131	拓荒节大富翁礼包7	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	993	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":50},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920132	拓荒节大富翁礼包8	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	992	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":60},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920133	拓荒节大富翁礼包9	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	991	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":70},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920134	拓荒节大富翁礼包10	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	990	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":80},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920135	拓荒节大富翁礼包11	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	989	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":90},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920136	拓荒节大富翁礼包12	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	988	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":100},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
	2011920137	拓荒节大富翁礼包13	fes_monopoly_achievement	normal		True	{"typ":"schema","id":[1,2,3,4,5,6,13,14,15,16,17,55]}	987	{"normal":[{"actv_base_id":21127225}]}	{}	{}	[{"typ":"easter_monopoly_lap_num","val":200},{"typ":"recharge_actv","id":21127380,"arg1":1511018855,"val":1}]	0	{}	common	0	0		0
