	21313487	213000010	2025拓荒节	1	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":111111324,"val":1}]	[{"typ":"item","id":11116304,"val":10},{"typ":"item","id":11111048,"val":20}]	15	-1
	21313488	213000010	2025拓荒节	2	[{"typ":"item","id":11112498,"val":5}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	20	-1
	21313489	213000010	2025拓荒节	3	[{"typ":"item","id":11111156,"val":1}]	[{"typ":"item","id":11117069,"val":5}]	[{"typ":"item","id":11117069,"val":5},{"typ":"item","id":11117069,"val":5}]	25	-1
	21313490	213000010	2025拓荒节	4	[{"typ":"item","id":111111345,"val":1}]	[{"typ":"item","id":11117068,"val":100}]	[{"typ":"item","id":11117068,"val":100},{"typ":"item","id":11117068,"val":100}]	30	-1
	21313491	213000010	2025拓荒节	5	[{"typ":"item","id":111111315,"val":5}]	[{"typ":"item","id":111111315,"val":10}]	[{"typ":"item","id":111111315,"val":10},{"typ":"item","id":111111315,"val":10}]	30	-1
	21313492	213000010	2025拓荒节	6	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313493	213000010	2025拓荒节	7	[{"typ":"item","id":11111105,"val":1}]	[{"typ":"item","id":11116402,"val":2}]	[{"typ":"item","id":11116402,"val":1},{"typ":"item","id":11116402,"val":1}]	30	-1
	21313494	213000010	2025拓荒节	8	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313495	213000010	2025拓荒节	9	[{"typ":"item","id":11116004,"val":3}]	[{"typ":"item","id":11117068,"val":100}]	[{"typ":"item","id":11117068,"val":100},{"typ":"item","id":11117068,"val":100}]	30	-1
	21313496	213000010	2025拓荒节	10	[{"typ":"item","id":11112498,"val":5}]	[{"typ":"item","id":11117024,"val":2}]	[{"typ":"item","id":11117024,"val":2},{"typ":"item","id":11117024,"val":2}]	30	-1
	21313497	213000010	2025拓荒节	11	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313498	213000010	2025拓荒节	12	[{"typ":"item","id":11111156,"val":1}]	[{"typ":"item","id":11111008,"val":1}]	[{"typ":"item","id":11111008,"val":1},{"typ":"item","id":11111008,"val":1}]	30	-1
	21313499	213000010	2025拓荒节	13	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313500	213000010	2025拓荒节	14	[{"typ":"item","id":11116004,"val":5}]	[{"typ":"item","id":11116007,"val":1}]	[{"typ":"item","id":11116007,"val":1},{"typ":"item","id":11116007,"val":1}]	30	-1
	21313501	213000010	2025拓荒节	15	[{"typ":"item","id":11112498,"val":5}]	[{"typ":"item","id":111111315,"val":10}]	[{"typ":"item","id":111111315,"val":10},{"typ":"item","id":111111315,"val":10}]	30	-1
	21313502	213000010	2025拓荒节	16	[{"typ":"item","id":11116402,"val":2}]	[{"typ":"item","id":11116402,"val":5}]	[{"typ":"item","id":11116007,"val":1},{"typ":"item","id":11116007,"val":1}]	30	-1
	21313503	213000010	2025拓荒节	17	[{"typ":"item","id":11114018,"val":2}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313504	213000010	2025拓荒节	18	[{"typ":"item","id":11117024,"val":1}]	[{"typ":"item","id":11117069,"val":1}]	[{"typ":"item","id":11117069,"val":1},{"typ":"item","id":11117069,"val":1}]	30	-1
	21313505	213000010	2025拓荒节	19	[{"typ":"item","id":11116005,"val":4}]	[{"typ":"item","id":11117068,"val":1}]	[{"typ":"item","id":11117068,"val":1},{"typ":"item","id":11117068,"val":1}]	30	-1
	21313506	213000010	2025拓荒节	20	[{"typ":"item","id":11114018,"val":5}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313507	213000010	2025拓荒节	21	[{"typ":"item","id":11112498,"val":5}]	[{"typ":"item","id":11111004,"val":1}]	[{"typ":"item","id":11111004,"val":1},{"typ":"item","id":11111004,"val":1}]	30	-1
	21313508	213000010	2025拓荒节	22	[{"typ":"item","id":11116402,"val":2}]	[{"typ":"item","id":11111008,"val":1}]	[{"typ":"item","id":11111008,"val":1},{"typ":"item","id":11111008,"val":1}]	30	-1
	21313509	213000010	2025拓荒节	23	[{"typ":"item","id":11116303,"val":1}]	[{"typ":"item","id":11116007,"val":2}]	[{"typ":"item","id":11116007,"val":1},{"typ":"item","id":11116007,"val":1}]	30	-1
	21313510	213000010	2025拓荒节	24	[{"typ":"item","id":11114018,"val":5}]	[{"typ":"item","id":11114018,"val":4}]	[{"typ":"item","id":11114018,"val":8},{"typ":"item","id":11114018,"val":8}]	30	-1
	21313511	213000010	2025拓荒节	25	[{"typ":"item","id":11112498,"val":10}]	[{"typ":"item","id":111111315,"val":10}]	[{"typ":"item","id":111111315,"val":10},{"typ":"item","id":111111315,"val":10}]	30	-1
