	2115121	2115114064	2026复活节巨猿-金蛋-1	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":10,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111303,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99999	0	{}	0	“”	{}	0	0	0
	2115121	2115114065	2026复活节巨猿-金蛋-2	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":20,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111304,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99998	0	{}	0	“”	{}	0	0	0
	2115121	2115114066	2026复活节巨猿-金蛋-3	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":40,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111305,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99997	0	{}	0	“”	{}	0	0	0
	2115121	2115114067	2026复活节巨猿-金蛋-4	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":60,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111306,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99996	0	{}	0	“”	{}	0	0	0
	2115121	2115114068	2026复活节巨猿-金蛋-5	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":90,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111307,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99995	0	{}	0	“”	{}	0	0	0
	2115121	2115114069	2026复活节巨猿-金蛋-6	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":140,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111308,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99994	0	{}	0	“”	{}	0	0	0
	2115121	2115114070	2026复活节巨猿-金蛋-7	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0},{"op":"ge", "typ":"building","id":111811,"val":6}]}	{"cat":101410007,"arg":{"ids":[111111300,21127362]},"val":190,"op":"ge"}	0	[{"asset":{"typ":"item","id":111111309,"val":1},"setting":{"serial_number":1,"ishighlight":false}}]		{}	{}	{}	99993	0	{}	0	“”	{}	0	0	0
	119	2115114071	拓荒节大富翁-达成圈数-5	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0}]}	{"cat":101412173,"arg":{"ids":[21127364]},"val":5,"op":"ge"}	0	[{"asset":{"typ":"item","id":11111105,"val":3},"setting":{"serial_number":5, "ishighlight": false}}]	{}	{}	{}	{}	99999	0	{}	0	“”	{}	0	0	0
	119	2115114072	拓荒节大富翁-达成圈数-10	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0}]}	{"cat":101412173,"arg":{"ids":[21127364]},"val":10,"op":"ge"}	0	[{"asset":{"typ":"item","id":11119299,"val":5},"setting":{"serial_number":5, "ishighlight": false}}]	{}	{}	{}	{}	99998	0	{}	0	“”	{}	0	0	0
	119	2115114073	拓荒节大富翁-达成圈数-20	{"op":"and", "args": [{"op":"ge", "typ":"actvstarttime","val":0}]}	{"cat":101412173,"arg":{"ids":[21127364]},"val":20,"op":"ge"}	0	[{"asset":{"typ":"item","id":11111105,"val":10},"setting":{"serial_number":5, "ishighlight": false}}]	{}	{}	{}	{}	99997	0	{}	0	“”	{}	0	0	0
